dataset_role,filename,category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels
train,dog_bark__fsd50k__dev__235865__0052__r0.wav,dog_bark,,FSD50K,dev,235865,235865.wav,dog_bark
train,dog_bark__fsd50k__dev__235867__0053__r0.wav,dog_bark,,FSD50K,dev,235867,235867.wav,dog_bark
train,dog_bark__fsd50k__dev__235869__0054__r0.wav,dog_bark,,FSD50K,dev,235869,235869.wav,dog_bark
train,dog_bark__fsd50k__dev__235871__0055__r0.wav,dog_bark,,FSD50K,dev,235871,235871.wav,dog_bark
train,dog_bark__fsd50k__dev__235872__0056__r0.wav,dog_bark,,FSD50K,dev,235872,235872.wav,dog_bark
train,dog_bark__fsd50k__dev__235884__0057__r0.wav,dog_bark,,FSD50K,dev,235884,235884.wav,dog_bark
train,dog_bark__fsd50k__dev__235885__0058__r0.wav,dog_bark,,FSD50K,dev,235885,235885.wav,dog_bark
train,dog_bark__fsd50k__dev__235886__0059__r0.wav,dog_bark,,FSD50K,dev,235886,235886.wav,dog_bark
train,dog_bark__fsd50k__dev__235890__0060__r0.wav,dog_bark,,FSD50K,dev,235890,235890.wav,dog_bark
train,dog_bark__fsd50k__dev__236011__0061__r0.wav,dog_bark,,FSD50K,dev,236011,236011.wav,dog_bark
train,dog_bark__fsd50k__dev__236013__0062__r0.wav,dog_bark,,FSD50K,dev,236013,236013.wav,dog_bark
train,dog_bark__fsd50k__dev__236016__0063__r0.wav,dog_bark,,FSD50K,dev,236016,236016.wav,dog_bark
train,dog_bark__fsd50k__dev__236017__0064__r0.wav,dog_bark,,FSD50K,dev,236017,236017.wav,dog_bark
train,dog_bark__fsd50k__dev__236018__0065__r0.wav,dog_bark,,FSD50K,dev,236018,236018.wav,dog_bark
train,dog_bark__fsd50k__dev__236019__0066__r0.wav,dog_bark,,FSD50K,dev,236019,236019.wav,dog_bark
train,dog_bark__fsd50k__dev__236020__0067__r0.wav,dog_bark,,FSD50K,dev,236020,236020.wav,dog_bark
train,dog_bark__fsd50k__dev__236021__0068__r0.wav,dog_bark,,FSD50K,dev,236021,236021.wav,dog_bark
train,dog_bark__fsd50k__dev__236022__0069__r0.wav,dog_bark,,FSD50K,dev,236022,236022.wav,dog_bark
train,dog_bark__fsd50k__dev__236025__0070__r0.wav,dog_bark,,FSD50K,dev,236025,236025.wav,dog_bark
train,dog_bark__fsd50k__dev__236026__0071__r0.wav,dog_bark,,FSD50K,dev,236026,236026.wav,dog_bark
train,dog_bark__fsd50k__dev__236027__0072__r0.wav,dog_bark,,FSD50K,dev,236027,236027.wav,dog_bark
train,dog_bark__fsd50k__dev__236028__0073__r0.wav,dog_bark,,FSD50K,dev,236028,236028.wav,dog_bark
train,dog_bark__fsd50k__dev__236029__0074__r0.wav,dog_bark,,FSD50K,dev,236029,236029.wav,dog_bark
train,dog_bark__fsd50k__dev__236030__0075__r0.wav,dog_bark,,FSD50K,dev,236030,236030.wav,dog_bark
train,dog_bark__fsd50k__dev__236031__0076__r0.wav,dog_bark,,FSD50K,dev,236031,236031.wav,dog_bark
train,dog_bark__fsd50k__dev__236032__0077__r0.wav,dog_bark,,FSD50K,dev,236032,236032.wav,dog_bark
train,dog_bark__fsd50k__dev__236034__0078__r0.wav,dog_bark,,FSD50K,dev,236034,236034.wav,dog_bark
train,dog_bark__fsd50k__dev__236035__0079__r0.wav,dog_bark,,FSD50K,dev,236035,236035.wav,dog_bark
train,dog_bark__fsd50k__dev__236037__0080__r0.wav,dog_bark,,FSD50K,dev,236037,236037.wav,dog_bark
train,dog_bark__fsd50k__dev__236038__0081__r0.wav,dog_bark,,FSD50K,dev,236038,236038.wav,dog_bark
train,dog_bark__fsd50k__dev__236039__0082__r0.wav,dog_bark,,FSD50K,dev,236039,236039.wav,dog_bark
train,dog_bark__fsd50k__dev__236040__0083__r0.wav,dog_bark,,FSD50K,dev,236040,236040.wav,dog_bark
train,dog_bark__fsd50k__dev__236041__0084__r0.wav,dog_bark,,FSD50K,dev,236041,236041.wav,dog_bark
train,dog_bark__fsd50k__dev__236042__0085__r0.wav,dog_bark,,FSD50K,dev,236042,236042.wav,dog_bark
train,dog_bark__fsd50k__dev__236043__0086__r0.wav,dog_bark,,FSD50K,dev,236043,236043.wav,dog_bark
train,dog_bark__fsd50k__dev__236044__0087__r0.wav,dog_bark,,FSD50K,dev,236044,236044.wav,dog_bark
train,dog_bark__fsd50k__dev__236045__0088__r0.wav,dog_bark,,FSD50K,dev,236045,236045.wav,dog_bark
train,dog_bark__fsd50k__dev__236046__0089__r0.wav,dog_bark,,FSD50K,dev,236046,236046.wav,dog_bark
train,dog_bark__fsd50k__dev__236047__0090__r0.wav,dog_bark,,FSD50K,dev,236047,236047.wav,dog_bark
train,dog_bark__fsd50k__dev__236048__0091__r0.wav,dog_bark,,FSD50K,dev,236048,236048.wav,dog_bark
train,dog_bark__fsd50k__dev__236049__0092__r0.wav,dog_bark,,FSD50K,dev,236049,236049.wav,dog_bark
train,dog_bark__fsd50k__dev__236050__0093__r0.wav,dog_bark,,FSD50K,dev,236050,236050.wav,dog_bark
train,dog_bark__fsd50k__dev__236051__0094__r0.wav,dog_bark,,FSD50K,dev,236051,236051.wav,dog_bark
train,dog_bark__fsd50k__dev__236052__0095__r0.wav,dog_bark,,FSD50K,dev,236052,236052.wav,dog_bark
train,dog_bark__fsd50k__dev__236053__0096__r0.wav,dog_bark,,FSD50K,dev,236053,236053.wav,dog_bark
train,dog_bark__fsd50k__dev__236054__0097__r0.wav,dog_bark,,FSD50K,dev,236054,236054.wav,dog_bark
train,dog_bark__fsd50k__dev__236055__0098__r0.wav,dog_bark,,FSD50K,dev,236055,236055.wav,dog_bark
train,dog_bark__fsd50k__dev__236056__0099__r0.wav,dog_bark,,FSD50K,dev,236056,236056.wav,dog_bark
train,dog_bark__fsd50k__dev__236057__0100__r0.wav,dog_bark,,FSD50K,dev,236057,236057.wav,dog_bark
train,dog_bark__fsd50k__dev__236058__0101__r0.wav,dog_bark,,FSD50K,dev,236058,236058.wav,dog_bark
train,dog_bark__fsd50k__dev__236059__0102__r0.wav,dog_bark,,FSD50K,dev,236059,236059.wav,dog_bark
train,dog_bark__fsd50k__dev__236060__0103__r0.wav,dog_bark,,FSD50K,dev,236060,236060.wav,dog_bark
train,dog_bark__fsd50k__dev__236061__0104__r0.wav,dog_bark,,FSD50K,dev,236061,236061.wav,dog_bark
train,dog_bark__fsd50k__dev__236062__0105__r0.wav,dog_bark,,FSD50K,dev,236062,236062.wav,dog_bark
train,dog_bark__fsd50k__dev__236064__0106__r0.wav,dog_bark,,FSD50K,dev,236064,236064.wav,dog_bark
train,dog_bark__fsd50k__dev__236065__0107__r0.wav,dog_bark,,FSD50K,dev,236065,236065.wav,dog_bark
train,dog_bark__fsd50k__dev__236066__0108__r0.wav,dog_bark,,FSD50K,dev,236066,236066.wav,dog_bark
train,dog_bark__fsd50k__dev__236067__0109__r0.wav,dog_bark,,FSD50K,dev,236067,236067.wav,dog_bark
train,dog_bark__fsd50k__dev__236068__0110__r0.wav,dog_bark,,FSD50K,dev,236068,236068.wav,dog_bark
train,dog_bark__fsd50k__dev__236071__0111__r0.wav,dog_bark,,FSD50K,dev,236071,236071.wav,dog_bark
train,dog_bark__fsd50k__dev__236074__0112__r0.wav,dog_bark,,FSD50K,dev,236074,236074.wav,dog_bark
train,dog_bark__fsd50k__dev__236075__0113__r0.wav,dog_bark,,FSD50K,dev,236075,236075.wav,dog_bark
train,dog_bark__fsd50k__dev__236076__0114__r0.wav,dog_bark,,FSD50K,dev,236076,236076.wav,dog_bark
train,dog_bark__fsd50k__dev__236077__0115__r0.wav,dog_bark,,FSD50K,dev,236077,236077.wav,dog_bark
train,dog_bark__fsd50k__dev__236078__0116__r0.wav,dog_bark,,FSD50K,dev,236078,236078.wav,dog_bark
train,dog_bark__fsd50k__dev__236084__0117__r0.wav,dog_bark,,FSD50K,dev,236084,236084.wav,dog_bark
train,dog_bark__fsd50k__dev__236085__0118__r0.wav,dog_bark,,FSD50K,dev,236085,236085.wav,dog_bark
train,dog_bark__fsd50k__dev__236086__0119__r0.wav,dog_bark,,FSD50K,dev,236086,236086.wav,dog_bark
train,dog_bark__fsd50k__dev__236087__0120__r0.wav,dog_bark,,FSD50K,dev,236087,236087.wav,dog_bark
train,dog_bark__fsd50k__dev__236088__0121__r0.wav,dog_bark,,FSD50K,dev,236088,236088.wav,dog_bark
train,dog_bark__fsd50k__dev__236089__0122__r0.wav,dog_bark,,FSD50K,dev,236089,236089.wav,dog_bark
train,dog_bark__fsd50k__dev__236090__0123__r0.wav,dog_bark,,FSD50K,dev,236090,236090.wav,dog_bark
train,dog_bark__fsd50k__dev__236093__0124__r0.wav,dog_bark,,FSD50K,dev,236093,236093.wav,dog_bark
train,dog_bark__fsd50k__dev__236094__0125__r0.wav,dog_bark,,FSD50K,dev,236094,236094.wav,dog_bark
train,dog_bark__fsd50k__dev__236095__0126__r0.wav,dog_bark,,FSD50K,dev,236095,236095.wav,dog_bark
train,dog_bark__fsd50k__dev__236096__0127__r0.wav,dog_bark,,FSD50K,dev,236096,236096.wav,dog_bark
train,dog_bark__fsd50k__dev__236097__0128__r0.wav,dog_bark,,FSD50K,dev,236097,236097.wav,dog_bark
train,dog_bark__fsd50k__dev__236098__0129__r0.wav,dog_bark,,FSD50K,dev,236098,236098.wav,dog_bark
train,dog_bark__fsd50k__dev__236099__0130__r0.wav,dog_bark,,FSD50K,dev,236099,236099.wav,dog_bark
train,dog_bark__fsd50k__dev__236100__0131__r0.wav,dog_bark,,FSD50K,dev,236100,236100.wav,dog_bark
train,dog_bark__fsd50k__dev__236101__0132__r0.wav,dog_bark,,FSD50K,dev,236101,236101.wav,dog_bark
train,dog_bark__fsd50k__dev__236105__0133__r0.wav,dog_bark,,FSD50K,dev,236105,236105.wav,dog_bark
train,dog_bark__fsd50k__dev__236106__0134__r0.wav,dog_bark,,FSD50K,dev,236106,236106.wav,dog_bark
train,dog_bark__fsd50k__dev__236107__0135__r0.wav,dog_bark,,FSD50K,dev,236107,236107.wav,dog_bark
train,dog_bark__fsd50k__dev__236108__0136__r0.wav,dog_bark,,FSD50K,dev,236108,236108.wav,dog_bark
train,dog_bark__fsd50k__dev__236109__0137__r0.wav,dog_bark,,FSD50K,dev,236109,236109.wav,dog_bark
train,dog_bark__fsd50k__dev__236110__0138__r0.wav,dog_bark,,FSD50K,dev,236110,236110.wav,dog_bark
train,dog_bark__fsd50k__dev__236111__0139__r0.wav,dog_bark,,FSD50K,dev,236111,236111.wav,dog_bark
train,dog_bark__fsd50k__dev__236112__0140__r0.wav,dog_bark,,FSD50K,dev,236112,236112.wav,dog_bark
train,dog_bark__fsd50k__dev__236113__0141__r0.wav,dog_bark,,FSD50K,dev,236113,236113.wav,dog_bark
train,dog_bark__fsd50k__dev__236116__0142__r0.wav,dog_bark,,FSD50K,dev,236116,236116.wav,dog_bark
train,dog_bark__fsd50k__dev__236117__0143__r0.wav,dog_bark,,FSD50K,dev,236117,236117.wav,dog_bark
train,dog_bark__fsd50k__dev__236118__0144__r0.wav,dog_bark,,FSD50K,dev,236118,236118.wav,dog_bark
train,dog_bark__fsd50k__dev__236119__0145__r0.wav,dog_bark,,FSD50K,dev,236119,236119.wav,dog_bark
train,dog_bark__fsd50k__dev__236120__0146__r0.wav,dog_bark,,FSD50K,dev,236120,236120.wav,dog_bark
train,dog_bark__fsd50k__dev__236121__0147__r0.wav,dog_bark,,FSD50K,dev,236121,236121.wav,dog_bark
train,dog_bark__fsd50k__dev__236123__0148__r0.wav,dog_bark,,FSD50K,dev,236123,236123.wav,dog_bark
train,dog_bark__fsd50k__dev__236124__0149__r0.wav,dog_bark,,FSD50K,dev,236124,236124.wav,dog_bark
train,dog_bark__fsd50k__dev__236125__0150__r0.wav,dog_bark,,FSD50K,dev,236125,236125.wav,dog_bark
train,dog_bark__fsd50k__dev__236126__0151__r0.wav,dog_bark,,FSD50K,dev,236126,236126.wav,dog_bark
train,dog_bark__fsd50k__dev__236127__0152__r0.wav,dog_bark,,FSD50K,dev,236127,236127.wav,dog_bark
train,dog_bark__fsd50k__dev__236128__0153__r0.wav,dog_bark,,FSD50K,dev,236128,236128.wav,dog_bark
train,dog_bark__fsd50k__dev__236129__0154__r0.wav,dog_bark,,FSD50K,dev,236129,236129.wav,dog_bark
train,dog_bark__fsd50k__dev__236130__0155__r0.wav,dog_bark,,FSD50K,dev,236130,236130.wav,dog_bark
train,dog_bark__fsd50k__dev__236131__0156__r0.wav,dog_bark,,FSD50K,dev,236131,236131.wav,dog_bark
train,dog_bark__fsd50k__dev__236132__0157__r0.wav,dog_bark,,FSD50K,dev,236132,236132.wav,dog_bark
train,dog_bark__fsd50k__dev__236134__0158__r0.wav,dog_bark,,FSD50K,dev,236134,236134.wav,dog_bark
train,dog_bark__fsd50k__dev__236135__0159__r0.wav,dog_bark,,FSD50K,dev,236135,236135.wav,dog_bark
train,dog_bark__fsd50k__dev__236136__0160__r0.wav,dog_bark,,FSD50K,dev,236136,236136.wav,dog_bark
train,dog_bark__fsd50k__dev__236137__0161__r0.wav,dog_bark,,FSD50K,dev,236137,236137.wav,dog_bark
train,dog_bark__fsd50k__dev__236138__0162__r0.wav,dog_bark,,FSD50K,dev,236138,236138.wav,dog_bark
train,dog_bark__fsd50k__dev__236139__0163__r0.wav,dog_bark,,FSD50K,dev,236139,236139.wav,dog_bark
train,dog_bark__fsd50k__dev__236140__0164__r0.wav,dog_bark,,FSD50K,dev,236140,236140.wav,dog_bark
train,dog_bark__fsd50k__dev__236141__0165__r0.wav,dog_bark,,FSD50K,dev,236141,236141.wav,dog_bark
train,dog_bark__fsd50k__dev__236142__0166__r0.wav,dog_bark,,FSD50K,dev,236142,236142.wav,dog_bark
train,dog_bark__fsd50k__dev__236144__0167__r0.wav,dog_bark,,FSD50K,dev,236144,236144.wav,dog_bark
train,dog_bark__fsd50k__dev__236145__0168__r0.wav,dog_bark,,FSD50K,dev,236145,236145.wav,dog_bark
train,dog_bark__fsd50k__dev__236146__0169__r0.wav,dog_bark,,FSD50K,dev,236146,236146.wav,dog_bark
train,dog_bark__fsd50k__dev__236147__0170__r0.wav,dog_bark,,FSD50K,dev,236147,236147.wav,dog_bark
train,dog_bark__fsd50k__dev__236148__0171__r0.wav,dog_bark,,FSD50K,dev,236148,236148.wav,dog_bark
train,dog_bark__fsd50k__dev__236149__0172__r0.wav,dog_bark,,FSD50K,dev,236149,236149.wav,dog_bark
train,dog_bark__fsd50k__dev__236150__0173__r0.wav,dog_bark,,FSD50K,dev,236150,236150.wav,dog_bark
train,dog_bark__fsd50k__dev__236151__0174__r0.wav,dog_bark,,FSD50K,dev,236151,236151.wav,dog_bark
train,dog_bark__fsd50k__dev__236153__0175__r0.wav,dog_bark,,FSD50K,dev,236153,236153.wav,dog_bark
train,dog_bark__fsd50k__dev__236154__0176__r0.wav,dog_bark,,FSD50K,dev,236154,236154.wav,dog_bark
train,dog_bark__fsd50k__dev__236155__0177__r0.wav,dog_bark,,FSD50K,dev,236155,236155.wav,dog_bark
train,dog_bark__fsd50k__dev__236156__0178__r0.wav,dog_bark,,FSD50K,dev,236156,236156.wav,dog_bark
train,dog_bark__fsd50k__dev__236157__0179__r0.wav,dog_bark,,FSD50K,dev,236157,236157.wav,dog_bark
train,dog_bark__fsd50k__dev__236158__0180__r0.wav,dog_bark,,FSD50K,dev,236158,236158.wav,dog_bark
train,dog_bark__fsd50k__dev__236159__0181__r0.wav,dog_bark,,FSD50K,dev,236159,236159.wav,dog_bark
train,dog_bark__fsd50k__dev__236162__0182__r0.wav,dog_bark,,FSD50K,dev,236162,236162.wav,dog_bark
train,dog_bark__fsd50k__dev__236163__0183__r0.wav,dog_bark,,FSD50K,dev,236163,236163.wav,dog_bark
train,dog_bark__fsd50k__dev__236164__0184__r0.wav,dog_bark,,FSD50K,dev,236164,236164.wav,dog_bark
train,dog_bark__fsd50k__dev__236165__0185__r0.wav,dog_bark,,FSD50K,dev,236165,236165.wav,dog_bark
train,dog_bark__fsd50k__dev__236166__0186__r0.wav,dog_bark,,FSD50K,dev,236166,236166.wav,dog_bark
train,dog_bark__fsd50k__dev__236167__0187__r0.wav,dog_bark,,FSD50K,dev,236167,236167.wav,dog_bark
train,dog_bark__fsd50k__dev__236169__0188__r0.wav,dog_bark,,FSD50K,dev,236169,236169.wav,dog_bark
train,dog_bark__fsd50k__dev__236170__0189__r0.wav,dog_bark,,FSD50K,dev,236170,236170.wav,dog_bark
train,dog_bark__fsd50k__dev__236171__0190__r0.wav,dog_bark,,FSD50K,dev,236171,236171.wav,dog_bark
train,dog_bark__fsd50k__dev__236172__0191__r0.wav,dog_bark,,FSD50K,dev,236172,236172.wav,dog_bark
train,glass_breaking__esc50__fold_1__20133__0000__r0.wav,glass_breaking,,ESC-50,fold_1,20133,1-20133-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__84536__0001__r0.wav,glass_breaking,,ESC-50,fold_1,84536,1-84536-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__84704__0002__r0.wav,glass_breaking,,ESC-50,fold_1,84704,1-84704-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__84705__0003__r0.wav,glass_breaking,,ESC-50,fold_1,84705,1-84705-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__85168__0004__r0.wav,glass_breaking,,ESC-50,fold_1,85168,1-85168-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__85184__0005__r0.wav,glass_breaking,,ESC-50,fold_1,85184,1-85184-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__88807__0006__r0.wav,glass_breaking,,ESC-50,fold_1,88807,1-88807-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__977__0007__r0.wav,glass_breaking,,ESC-50,fold_1,977,1-977-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__106881__0008__r0.wav,glass_breaking,,ESC-50,fold_2,106881,2-106881-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__112213__0009__r0.wav,glass_breaking,,ESC-50,fold_2,112213,2-112213-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__112213__0010__r0.wav,glass_breaking,,ESC-50,fold_2,112213,2-112213-B-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__141563__0011__r0.wav,glass_breaking,,ESC-50,fold_2,141563,2-141563-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__173559__0012__r0.wav,glass_breaking,,ESC-50,fold_2,173559,2-173559-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__173607__0013__r0.wav,glass_breaking,,ESC-50,fold_2,173607,2-173607-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__173618__0014__r0.wav,glass_breaking,,ESC-50,fold_2,173618,2-173618-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_2__250710__0015__r0.wav,glass_breaking,,ESC-50,fold_2,250710,2-250710-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__203371__0016__r0.wav,glass_breaking,,ESC-50,fold_3,203371,3-203371-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__203373__0017__r0.wav,glass_breaking,,ESC-50,fold_3,203373,3-203373-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__203374__0018__r0.wav,glass_breaking,,ESC-50,fold_3,203374,3-203374-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__203375__0019__r0.wav,glass_breaking,,ESC-50,fold_3,203375,3-203375-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__203377__0020__r0.wav,glass_breaking,,ESC-50,fold_3,203377,3-203377-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__216280__0021__r0.wav,glass_breaking,,ESC-50,fold_3,216280,3-216280-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__216281__0022__r0.wav,glass_breaking,,ESC-50,fold_3,216281,3-216281-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_3__216284__0023__r0.wav,glass_breaking,,ESC-50,fold_3,216284,3-216284-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__100733__0024__r0.wav,glass_breaking,,FSD50K,dev,100733,100733.wav,glass_breaking
train,glass_breaking__fsd50k__dev__100738__0025__r0.wav,glass_breaking,,FSD50K,dev,100738,100738.wav,glass_breaking
train,glass_breaking__fsd50k__dev__104670__0026__r0.wav,glass_breaking,,FSD50K,dev,104670,104670.wav,glass_breaking
train,glass_breaking__fsd50k__dev__104815__0027__r0.wav,glass_breaking,,FSD50K,dev,104815,104815.wav,glass_breaking
train,glass_breaking__fsd50k__dev__108408__0028__r0.wav,glass_breaking,,FSD50K,dev,108408,108408.wav,glass_breaking
train,glass_breaking__fsd50k__dev__110459__0029__r0.wav,glass_breaking,,FSD50K,dev,110459,110459.wav,glass_breaking
train,glass_breaking__fsd50k__dev__112546__0030__r0.wav,glass_breaking,,FSD50K,dev,112546,112546.wav,glass_breaking
train,glass_breaking__fsd50k__dev__113777__0031__r0.wav,glass_breaking,,FSD50K,dev,113777,113777.wav,glass_breaking
