dataset_role,filename,category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels,source_title,source_uploader,license_url,selection_reason,source_group
train,dog_bark__fsd50k__dev__236062__0105__r0.wav,dog_bark,,FSD50K,dev,236062,236062.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236062
train,dog_bark__fsd50k__dev__236064__0106__r0.wav,dog_bark,,FSD50K,dev,236064,236064.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236064
train,dog_bark__fsd50k__dev__236065__0107__r0.wav,dog_bark,,FSD50K,dev,236065,236065.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236065
train,dog_bark__fsd50k__dev__236066__0108__r0.wav,dog_bark,,FSD50K,dev,236066,236066.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236066
train,dog_bark__fsd50k__dev__236067__0109__r0.wav,dog_bark,,FSD50K,dev,236067,236067.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236067
train,dog_bark__fsd50k__dev__236068__0110__r0.wav,dog_bark,,FSD50K,dev,236068,236068.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236068
train,dog_bark__fsd50k__dev__236071__0111__r0.wav,dog_bark,,FSD50K,dev,236071,236071.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236071
train,dog_bark__fsd50k__dev__236074__0112__r0.wav,dog_bark,,FSD50K,dev,236074,236074.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236074
train,dog_bark__fsd50k__dev__236075__0113__r0.wav,dog_bark,,FSD50K,dev,236075,236075.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236075
train,dog_bark__fsd50k__dev__236076__0114__r0.wav,dog_bark,,FSD50K,dev,236076,236076.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236076
train,dog_bark__fsd50k__dev__236077__0115__r0.wav,dog_bark,,FSD50K,dev,236077,236077.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236077
train,dog_bark__fsd50k__dev__236078__0116__r0.wav,dog_bark,,FSD50K,dev,236078,236078.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236078
train,dog_bark__fsd50k__dev__236084__0117__r0.wav,dog_bark,,FSD50K,dev,236084,236084.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236084
train,dog_bark__fsd50k__dev__236085__0118__r0.wav,dog_bark,,FSD50K,dev,236085,236085.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236085
train,dog_bark__fsd50k__dev__236086__0119__r0.wav,dog_bark,,FSD50K,dev,236086,236086.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236086
train,dog_bark__fsd50k__dev__236087__0120__r0.wav,dog_bark,,FSD50K,dev,236087,236087.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236087
train,dog_bark__fsd50k__dev__236088__0121__r0.wav,dog_bark,,FSD50K,dev,236088,236088.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236088
train,dog_bark__fsd50k__dev__236089__0122__r0.wav,dog_bark,,FSD50K,dev,236089,236089.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236089
train,dog_bark__fsd50k__dev__236090__0123__r0.wav,dog_bark,,FSD50K,dev,236090,236090.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236090
train,dog_bark__fsd50k__dev__236093__0124__r0.wav,dog_bark,,FSD50K,dev,236093,236093.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236093
train,dog_bark__fsd50k__dev__236094__0125__r0.wav,dog_bark,,FSD50K,dev,236094,236094.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236094
train,dog_bark__fsd50k__dev__236095__0126__r0.wav,dog_bark,,FSD50K,dev,236095,236095.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236095
train,dog_bark__fsd50k__dev__236096__0127__r0.wav,dog_bark,,FSD50K,dev,236096,236096.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236096
train,dog_bark__fsd50k__dev__236097__0128__r0.wav,dog_bark,,FSD50K,dev,236097,236097.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236097
train,dog_bark__fsd50k__dev__236098__0129__r0.wav,dog_bark,,FSD50K,dev,236098,236098.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236098
train,dog_bark__fsd50k__dev__236099__0130__r0.wav,dog_bark,,FSD50K,dev,236099,236099.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236099
train,dog_bark__fsd50k__dev__236100__0131__r0.wav,dog_bark,,FSD50K,dev,236100,236100.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236100
train,dog_bark__fsd50k__dev__236101__0132__r0.wav,dog_bark,,FSD50K,dev,236101,236101.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236101
train,dog_bark__fsd50k__dev__236105__0133__r0.wav,dog_bark,,FSD50K,dev,236105,236105.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236105
train,dog_bark__fsd50k__dev__236106__0134__r0.wav,dog_bark,,FSD50K,dev,236106,236106.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236106
train,dog_bark__fsd50k__dev__236107__0135__r0.wav,dog_bark,,FSD50K,dev,236107,236107.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236107
train,dog_bark__fsd50k__dev__236108__0136__r0.wav,dog_bark,,FSD50K,dev,236108,236108.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236108
train,dog_bark__fsd50k__dev__236109__0137__r0.wav,dog_bark,,FSD50K,dev,236109,236109.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236109
train,dog_bark__fsd50k__dev__236110__0138__r0.wav,dog_bark,,FSD50K,dev,236110,236110.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236110
train,dog_bark__fsd50k__dev__236111__0139__r0.wav,dog_bark,,FSD50K,dev,236111,236111.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236111
train,dog_bark__fsd50k__dev__236112__0140__r0.wav,dog_bark,,FSD50K,dev,236112,236112.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236112
train,dog_bark__fsd50k__dev__236113__0141__r0.wav,dog_bark,,FSD50K,dev,236113,236113.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236113
train,dog_bark__fsd50k__dev__236116__0142__r0.wav,dog_bark,,FSD50K,dev,236116,236116.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236116
train,dog_bark__fsd50k__dev__236117__0143__r0.wav,dog_bark,,FSD50K,dev,236117,236117.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236117
train,dog_bark__fsd50k__dev__236118__0144__r0.wav,dog_bark,,FSD50K,dev,236118,236118.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236118
train,dog_bark__fsd50k__dev__236119__0145__r0.wav,dog_bark,,FSD50K,dev,236119,236119.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236119
train,dog_bark__fsd50k__dev__236120__0146__r0.wav,dog_bark,,FSD50K,dev,236120,236120.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236120
train,dog_bark__fsd50k__dev__236121__0147__r0.wav,dog_bark,,FSD50K,dev,236121,236121.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236121
train,dog_bark__fsd50k__dev__236123__0148__r0.wav,dog_bark,,FSD50K,dev,236123,236123.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236123
train,dog_bark__fsd50k__dev__236124__0149__r0.wav,dog_bark,,FSD50K,dev,236124,236124.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236124
train,dog_bark__fsd50k__dev__236125__0150__r0.wav,dog_bark,,FSD50K,dev,236125,236125.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236125
train,dog_bark__fsd50k__dev__236126__0151__r0.wav,dog_bark,,FSD50K,dev,236126,236126.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236126
train,dog_bark__fsd50k__dev__236127__0152__r0.wav,dog_bark,,FSD50K,dev,236127,236127.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236127
train,dog_bark__fsd50k__dev__236128__0153__r0.wav,dog_bark,,FSD50K,dev,236128,236128.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236128
train,dog_bark__fsd50k__dev__236129__0154__r0.wav,dog_bark,,FSD50K,dev,236129,236129.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236129
train,dog_bark__fsd50k__dev__236130__0155__r0.wav,dog_bark,,FSD50K,dev,236130,236130.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236130
train,dog_bark__fsd50k__dev__236131__0156__r0.wav,dog_bark,,FSD50K,dev,236131,236131.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236131
train,dog_bark__fsd50k__dev__236132__0157__r0.wav,dog_bark,,FSD50K,dev,236132,236132.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236132
train,dog_bark__fsd50k__dev__236134__0158__r0.wav,dog_bark,,FSD50K,dev,236134,236134.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236134
train,dog_bark__fsd50k__dev__236135__0159__r0.wav,dog_bark,,FSD50K,dev,236135,236135.wav,dog_bark,,,,unchanged_from_hazard5v3s,freesound:236135
