review_order,review_id,expected_class,stimulus_file,stimulus_path,stimulus_sha256,source_dataset,source_group,score_stratum,peak_prominence,status
11,TER-011,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__215847__0101__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__215847__0101__r0.wav,25fdcbbbbdfeaca18138ba206cf937ccdf723bee253cd65ad348d98be6878f58,FSD50K,freesound:215847,high,169.090818,pending_blinded_listening_review
12,TER-012,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__231248__0117__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__231248__0117__r0.wav,00beb210836df994af955b5a35bb6c08b35a3d4e1d9995202c8a1a74d9e8bf9d,FSD50K,freesound:231248,low,9.255626,pending_blinded_listening_review
13,TER-013,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__191449__0090__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__191449__0090__r0.wav,ffad4622880b4fdbab151ed17560884504408e4666ea3d1f05acfa041a47e472,FSD50K,freesound:191449,low,11.272622,pending_blinded_listening_review
14,TER-014,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__215846__0100__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__215846__0100__r0.wav,c244205343698496c2832781a8aea539f7707469fe8abc41962ba04f4506e1f3,FSD50K,freesound:215846,high,133.745696,pending_blinded_listening_review
15,TER-015,glass_breaking,glass_breaking__fsd50k__dev__197383__0187__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__197383__0187__r0.wav,f5ef37cbfb5d2ab1b999916fd9617f5fae00e51873d3ece387e657ec757d511a,FSD50K,freesound:197383,high,103.692046,pending_blinded_listening_review
16,TER-016,glass_breaking,glass_breaking__fsd50k__dev__114374__0035__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__114374__0035__r0.wav,4a7cb49a82351ddba9f58a4a1fc9aa90b69a9c52ac50d40593571a9522a2b586,FSD50K,freesound:114374,high,38.302737,pending_blinded_listening_review
17,TER-017,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__237273__0128__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__237273__0128__r0.wav,42cc68829b6866af3fc4e1c0d5a8b9ecd509e36612ef9c125d70383aadd45b4d,FSD50K,freesound:237273,low,10.357293,pending_blinded_listening_review
18,TER-018,glass_breaking,glass_breaking__fsd50k__dev__113777__0031__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__113777__0031__r0.wav,788b201eab2a015f0fba45246b74541b64c688351b9117bb4fafde79e0a1c0c5,FSD50K,freesound:113777,high,33.840369,pending_blinded_listening_review
19,TER-019,glass_breaking,glass_breaking__fsd50k__dev__179267__0169__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__179267__0169__r0.wav,1c076558b6b480f6535888019d702163344307b15b6d95341c2a5a0725b1e3d0,FSD50K,freesound:179267,middle,21.059302,pending_blinded_listening_review
20,TER-020,glass_breaking,glass_breaking__fsd50k__dev__158997__0079__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__158997__0079__r0.wav,701e7185936e1614d41ca51061255175aa2ab421b23db9dd6ffefb579ce65f24,FSD50K,freesound:158997,low,18.047787,pending_blinded_listening_review
21,TER-021,glass_breaking,glass_breaking__fsd50k__dev__173557__0098__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__173557__0098__r0.wav,240acc7c760d28ef169c0e9a3d6ee4e74573f14c3ed5e8806c227bed4409a05a,FSD50K,freesound:173557,middle,28.020646,pending_blinded_listening_review
22,TER-022,glass_breaking,glass_breaking__fsd50k__dev__159007__0084__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__159007__0084__r0.wav,df5c021f7e17768090b830f2d598d8abb55ab1bfe68002543a149b0155935e4d,FSD50K,freesound:159007,low,8.539389,pending_blinded_listening_review
23,TER-023,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__238245__0133__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__238245__0133__r0.wav,17e05994d591c02838244dd5bb0295ce9aa6d5f3297b71495f562e9bac5cfa79,FSD50K,freesound:238245,middle,13.083973,pending_blinded_listening_review
24,TER-024,glass_breaking,glass_breaking__esc50__fold_2__112213__0009__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__esc50__fold_2__112213__0009__r0.wav,164df75dcb27dcd0bafcc0fe2c9f9006db09049bda7abfe3e98a84fa416597b1,ESC-50,esc-50:112213,low,15.54567,pending_blinded_listening_review
25,TER-025,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__231247__0116__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__231247__0116__r0.wav,e56a72e6316c6f33dfa0d390c9e431b005b37c12d3915e6a70a9ea29854c8c90,FSD50K,freesound:231247,middle,13.473261,pending_blinded_listening_review
26,TER-026,glass_breaking,glass_breaking__fsd50k__dev__173581__0106__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/glass_breaking__fsd50k__dev__173581__0106__r0.wav,2b9627e488adea497c8da55d21e54c78d8dd877f45a343703288c6c3a7f00d21,FSD50K,freesound:173581,middle,29.537859,pending_blinded_listening_review
27,TER-027,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,a740b13c2df3020603eee83ec26295cd9d17194f34cdde72217e37770238a69d,FSD50K,freesound:346905,high,24.980799,pending_blinded_listening_review
28,TER-028,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__238675__0136__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__238675__0136__r0.wav,f7b3aef602469c79e9cbb947816e14ab972e82eccf9a704129d99f418e8acdc9,FSD50K,freesound:238675,middle,17.731085,pending_blinded_listening_review
29,TER-029,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,5f4b43f993a830205c59f0c9d27c58646d9910ce07c22bdd554b3d9f114a3ecf,FSD50K,freesound:108044,middle,16.381877,pending_blinded_listening_review
30,TER-030,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__159710__0048__r0.wav,../ml-workspace/datasets/hazard5v3s_event_b1/audio/gunshot_gunfire__fsd50k__dev__159710__0048__r0.wav,cf7651a4ba3a2d01f4408322ffb3ded95ee1f9bcc1905f220d8f9e06578f792c,FSD50K,freesound:159710,middle,19.225226,pending_blinded_listening_review
