candidate_order,review_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,original_file,original_sha256,stimulus_file,stimulus_path,stimulus_sha256,sample_rate_hz,duration_s,normalization_gain_db,original_peak_dbfs,original_max_frame_rms_dbfs,normalized_peak_dbfs,normalized_max_frame_rms_dbfs,status
29,P2R-029,out_of_distribution,rain,ood,ESC-50,fold_4,4-181286-A-10,rain,4-181286-A-10.wav,f4adde0e7a70a466a161325824b020a28ae3aaf76568436116c82b6b25d76fdf,P2R-029.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-029.wav,bd911e572b9193b058ba6f524a25d83e730b4a5e18f38d33a03df45e24418abb,44100,5.0,-0.4199,-0.5801,-23.061,-0.9999,-23.4809,pending_blinded_semantic_review
30,P2R-030,dog_bark,dog_bark,positive,ESC-50,fold_4,199261,dog_bark,dog_bark__esc50__fold_4__199261__0006__r0.wav,527a52b5cd50b5171b45ea0dd3c5efe5d11fb75a0c29cdd777c6f17255ac8262,P2R-030.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-030.wav,640c47811aa1c52f0e9feb5bffe84e041f428be3fe6723de7d4ea0ef4008848d,44100,5.0,-0.0491,-0.9509,-11.9808,-1.0002,-12.0299,pending_blinded_semantic_review
31,P2R-031,glass_breaking,glass_breaking,positive,FSD50K,dev,161309,glass_breaking,glass_breaking__fsd50k__dev__161309__0024__r0.wav,8831c8472702a43f82b199b2247286e44560977b377878b16be07cb77f6e6912,P2R-031.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-031.wav,4dada4340dd060dcf32ba0e3cdaa8ec4fb068d4b360c4f5848369b90a8ecc5ac,44100,1.92,5.298,-6.298,-19.833,-0.9999,-14.535,pending_blinded_semantic_review
32,P2R-032,thunderstorm,thunderstorm,positive,FSD50K,dev,165299,thunderstorm,thunderstorm__fsd50k__dev__165299__0014__r0.wav,83c6ade5d65a795ebea8340ae4a9f2a61185b47e04bc9cfc93d1a552bf0684aa,P2R-032.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-032.wav,27075a5efbc14d0fbf9cef0f9444b82bbafbc2a9ebd4be2ba767f5136713493d,44100,28.889909,1.7643,-2.7643,-14.8734,-1.0002,-13.1091,pending_blinded_semantic_review
33,P2R-033,out_of_distribution,crying_baby,ood,ESC-50,fold_4,4-167077-C-20,crying_baby,4-167077-C-20.wav,c9ec416d8fb525a66d084250b4fbbf041e8bd5f31cc1c7c809e381a45902cc06,P2R-033.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-033.wav,06fc290156d561b2693c9e69eae065afa11afb4c4f859ad06aa4c1b67f7ecf59,44100,5.0,-0.1274,-0.8726,-13.9409,-1.0002,-14.0683,pending_blinded_semantic_review
34,P2R-034,dog_bark,dog_bark,positive,FSD50K,dev,116400,dog_bark,dog_bark__fsd50k__dev__116400__0010__r0.wav,bafd9bba1ae82c2a569de5a6f3c16436a39b5d8d97f2d3be5062f5e61421a54a,P2R-034.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-034.wav,f4fb1afaeac6e5a80eaea116d79925775a90d31b1c968098e285efddf28010ab,44100,25.478821,-0.5787,-1.6112,-11.4213,-2.1898,-12.0,pending_blinded_semantic_review
35,P2R-035,out_of_distribution,clapping,ood,ESC-50,fold_4,4-189830-A-22,clapping,4-189830-A-22.wav,af85ee4f6c5441e6a92956b69bee17f45207ef8fe3f2917c6a02fdb06bea38bc,P2R-035.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-035.wav,fcfe5a8ff43ffcaffdfc4af27f040f465353ad208b6a9ced8d71854cc9c19c36,44100,5.0,1.9047,-2.9047,-24.4541,-0.9999,-22.5494,pending_blinded_semantic_review
36,P2R-036,glass_breaking,glass_breaking,positive,FSD50K,dev,238409,glass_breaking,glass_breaking__fsd50k__dev__238409__0041__r0.wav,66d52e3226ff21a4e973b85d85ceb0793c3b9da21d4271960f5b9ef969c7114d,P2R-036.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-036.wav,b903a8463cfcc17593cb78c0bf341e3393a2861641ce6d84b2b22f6457615ad1,44100,6.833651,7.2857,-8.2857,-27.4665,-0.9999,-20.1807,pending_blinded_semantic_review
37,P2R-037,thunderstorm,thunderstorm,positive,FSD50K,dev,328391,thunderstorm,thunderstorm__fsd50k__dev__328391__0044__r0.wav,626229371fa8abcdf93b136e40d85ddfc5706c5618c95591fd17aac046f45f4f,P2R-037.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-037.wav,332b4657769e8f57a82a5090ad3a48a06fff4c33fd9a8a4d7aa2062b9416133d,44100,25.038095,-5.5399,-0.3599,-6.4601,-5.9,-12.0,pending_blinded_semantic_review
38,P2R-038,glass_breaking,glass_breaking,positive,FSD50K,dev,147867,glass_breaking,glass_breaking__fsd50k__dev__147867__0021__r0.wav,4f6c6525ec2715f794e1be0af4877c0cd94e062c052823629a6bd4c5e125ceb3,P2R-038.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-038.wav,4d126b43542f42068986c79bfbb6f47e952016e948b345ba7c0a751c9d1b7dfb,44100,1.560975,2.0782,-3.0782,-16.0907,-0.9999,-14.0125,pending_blinded_semantic_review
39,P2R-039,thunderstorm,thunderstorm,positive,FSD50K,dev,135104,thunderstorm,thunderstorm__fsd50k__dev__135104__0011__r0.wav,301336a7ef1c7301297ae01479cc6d42ab19557b5aa846dca607a5cbc89ff534,P2R-039.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-039.wav,6d8fe5bafdd835298e9cf2207f867ec4bba65534ef69d628766db1385ff80d1f,44100,29.346803,-4.5451,-2.4988,-7.4549,-7.0434,-12.0,pending_blinded_semantic_review
40,P2R-040,siren,siren,positive,FSD50K,dev,181601,siren,siren__fsd50k__dev__181601__0008__r0.wav,5a2e07126e9d5100ee470a6051d3d259fe31605be9ca90c452099fc4475d54b7,P2R-040.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-040.wav,e28506e2a4d63895c831ad05c7efd4c13fb922c5fc0fb308929adf6607d7fa11,44100,22.992018,-6.8836,-0.2708,-5.1164,-7.1538,-12.0,pending_blinded_semantic_review
41,P2R-041,dog_bark,dog_bark,positive,FSD50K,dev,178118,dog_bark,dog_bark__fsd50k__dev__178118__0026__r0.wav,38604148072e1e0b2eb8a168672b731e8d3d30a5c54814cb34839b074094c08b,P2R-041.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-041.wav,e1847bf4adc2815b12a3a8e95d8a55d7bcaf9389858832acdda37f070ec21c25,44100,10.727619,-2.9042,0.0,-9.0958,-2.9039,-12.0,pending_blinded_semantic_review
42,P2R-042,speech,speech,positive,FSD50K,val,371385,"Male_speech_and_man_speaking,Speech,Human_voice",speech__fsd50k__val__speech__371385__0008.wav,4f6eec17a4cb9c565b403f6080b51abb68cfb5a4ba0fd1b0fac512c0c67610ea,P2R-042.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-042.wav,a702b596ee7450994981dc9a10a97ae8ff3f62629ae3f399cf80de22575a8e77,44100,0.812494,5.833,-6.833,-18.9591,-1.0002,-13.1261,pending_blinded_semantic_review
43,P2R-043,out_of_distribution,crying_baby,ood,ESC-50,fold_4,4-59579-B-20,crying_baby,4-59579-B-20.wav,8129eb08025521fbb11f273c6c506ebed89becab8ccb31ec6c0954162b2242c1,P2R-043.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-043.wav,841a35b78a19c6707113a9fa658880a1abee5e9ff23f049b458211fa357d4789,44100,5.0,-3.0033,-0.9877,-8.9967,-3.9913,-12.0,pending_blinded_semantic_review
44,P2R-044,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,dev,161475,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__161475__0017__r0.wav,8c772cdbd9ebf5b4296049bc3745fff30b5924c50f76a152325938f568c89b80,P2R-044.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-044.wav,a034cbd3aecf7adbd84b1a41d27f60176b3e019b99e68dfb4689492ac26cca00,44100,1.780317,-11.3104,0.0,-0.6896,-11.3095,-12.0001,pending_blinded_semantic_review
45,P2R-045,glass_breaking,glass_breaking,positive,FSD50K,dev,223552,glass_breaking,glass_breaking__fsd50k__dev__223552__0038__r0.wav,e6106d967cf730e43ff86b331b6b7ac981fbc554f3e6f73e985ddd9ce7bb3c56,P2R-045.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-045.wav,31888db3a417f6811d0133aca21517082eccd6af5e593a933bb0c617e65157be,44100,1.540181,0.5107,-1.5107,-18.0111,-1.0002,-17.5004,pending_blinded_semantic_review
46,P2R-046,siren,siren,positive,ESC-50,fold_4,80761,siren,siren__esc50__fold_4__80761__0005__r0.wav,d1301a63a3d7f4429b40244d7a52f11636c3ed28b846f6213bda6e0005b1c072,P2R-046.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-046.wav,8a32615b0d636089a11ccc7f3ba336a854d0402c71288650ed55c04c0dbb4743,44100,5.0,-7.4985,0.0,-4.5015,-7.4982,-12.0,pending_blinded_semantic_review
47,P2R-047,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,dev,238159,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__238159__0033__r0.wav,43f40fa51068d76e437dcb43968d22ddec2ac4956c4528deda96ebf1062d164f,P2R-047.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-047.wav,fbbb233e58bf2a3a38fa8ad856a7ea67c4d089fd861aa9934ed309b81cded5fb,44100,0.5239,0.4858,-1.4858,-15.6151,-1.0002,-15.1292,pending_blinded_semantic_review
48,P2R-048,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,dev,369126,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__369126__0049__r0.wav,3e50244ef60c66a3aff5e756d670d094eaf1894b77068290c9c2330088df9f48,P2R-048.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-048.wav,ad36d0f0523af639336d77d4273e334df64782e6dc9fe7c774b09a7e702c38dd,44100,0.699501,-0.9947,-0.0053,-11.6853,-0.9999,-12.68,pending_blinded_semantic_review
49,P2R-049,out_of_distribution,door_wood_knock,ood,ESC-50,fold_4,4-187284-A-30,door_wood_knock,4-187284-A-30.wav,c653e16e3ef1954e3ee3bf9ebb80bd80472cf59c05c211c1ada00fc9b10b0ac0,P2R-049.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-049.wav,070463d540d9951bfdc683c5f8e5ca239f22c21178ff33b62475b7f94fb89b47,44100,5.0,3.959,-4.959,-23.1647,-0.9999,-19.2057,pending_blinded_semantic_review
50,P2R-050,siren,siren,positive,FSD50K,dev,320767,siren,siren__fsd50k__dev__320767__0010__r0.wav,a8c276c982aeeb1043347b5a48e18378fee74078c1692d6ebebb9c0a6c545d3b,P2R-050.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-050.wav,76f2c1036fc2cff8cce9e284a9dfd1d128ac02a4d419d42060c240c81c34ea94,44100,15.84932,-5.8858,-0.1924,-6.1142,-6.0786,-12.0,pending_blinded_semantic_review
51,P2R-051,siren,siren,positive,ESC-50,fold_4,121532,siren,siren__esc50__fold_4__121532__0003__r0.wav,9f7d32892f55d06a7ce39a0c97c5fd24fcc477c3e517c6e34003a5a9d2c822f5,P2R-051.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-051.wav,aa36c8c06e30fc42090fd517ce1a878f69e26d34521a0ad93b6f2d0d857eac87,44100,5.0,0.5752,-5.9399,-12.5752,-5.3643,-12.0,pending_blinded_semantic_review
52,P2R-052,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,dev,201667,gunshot_gunfire,gunshot_gunfire__fsd50k__dev__201667__0026__r0.wav,324cc548b4d3ce6c33c41a9e3b24ce147dc686066acfc33007fffb98e263f400,P2R-052.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-052.wav,179623a197e0802428ee3171db234a8c0d1de8763a1af49da211789c411dabd7,44100,2.794444,-0.1637,-0.8363,-12.9612,-1.0002,-13.1249,pending_blinded_semantic_review
53,P2R-053,thunderstorm,thunderstorm,positive,FSD50K,dev,165874,thunderstorm,thunderstorm__fsd50k__dev__165874__0015__r0.wav,ff91d15fada166bee6350b9b3bad8482f95ad84a8ace0b17e3fcd7cadc12ea53,P2R-053.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-053.wav,e0b83b818222f09451c322350676ce926800a5d0c6aea95a0bd482cbeb6b240e,44100,9.891678,-2.2246,-0.5818,-9.7754,-2.8063,-12.0,pending_blinded_semantic_review
54,P2R-054,out_of_distribution,clock_tick,ood,ESC-50,fold_4,4-188033-A-38,clock_tick,4-188033-A-38.wav,7a76b052b1344dfdebd234ed10b1e4a7d167e4bc7575dc2938fef7f9e1ad1a06,P2R-054.wav,../ml-workspace/datasets/hazard6_pilot2_review/audio/P2R-054.wav,c0c69be6aa983e899b088a71f72fe736dbfe055e97004a64530739452c2b894d,44100,5.0,8.9658,-9.9658,-27.5726,-1.0002,-18.6067,pending_blinded_semantic_review
