record_id,candidate_class,acoustic_family,source_dataset,source_partition,original_split,selection_role,source_id,filename,source_label,source_mid,label_count,raw_labels,source_title,source_uploader,license_url,audio_relative_path,audio_available,source_url,license_note
ESC50-1-1-19898-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_1,1,train,19898,1-19898-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-19898-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-19898-C-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_1,1,train,19898,1-19898-C-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-19898-C-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-47250-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_1,1,train,47250,1-47250-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-47250-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-47250-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_1,1,train,47250,1-47250-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-47250-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-64398-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_1,1,train,64398,1-64398-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-64398-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-64398-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_1,1,train,64398,1-64398-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-64398-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-50667-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,50667,2-50667-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-50667-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-50667-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,50667,2-50667-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-50667-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-50668-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,50668,2-50668-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-50668-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-50668-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,50668,2-50668-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-50668-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-68391-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,68391,2-68391-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-68391-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-68391-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,68391,2-68391-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-68391-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-77945-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,77945,2-77945-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-77945-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-77945-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_2,2,train,77945,2-77945-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-77945-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118656-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118656,3-118656-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118656-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118657-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118657,3-118657-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118657-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118657-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118657,3-118657-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118657-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118658-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118658,3-118658-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118658-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118658-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118658,3-118658-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118658-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118972-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118972,3-118972-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118972-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-118972-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,118972,3-118972-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-118972-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-165856-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_3,3,train,165856,3-165856-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-165856-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-149294-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,149294,4-149294-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-149294-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-149294-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,149294,4-149294-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-149294-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-157611-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,157611,4-157611-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-157611-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-157611-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,157611,4-157611-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-157611-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-165823-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,165823,4-165823-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-165823-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-165823-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,165823,4-165823-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-165823-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-169127-A-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,169127,4-169127-A-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-169127-A-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-169127-B-41.wav,chainsaw,continuous_mechanical,ESC-50,fold_4,4,validation,169127,4-169127-B-41.wav,chainsaw,,1,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-169127-B-41.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-186924-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,186924,5-186924-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-186924-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-189212-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,189212,5-189212-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-189212-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-189237-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,189237,5-189237-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-189237-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-193473-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,193473,5-193473-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-193473-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-193473-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,193473,5-193473-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-193473-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-213802-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,213802,5-213802-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-213802-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-215658-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,215658,5-215658-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-215658-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-5-5-215658-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_5,5,reserved_test,215658,5-215658-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/5-215658-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-17150-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,17150,1-17150-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-17150-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-17565-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,17565,1-17565-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-17565-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-17742-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,17742,1-17742-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-17742-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-17808-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,17808,1-17808-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-17808-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-17808-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,17808,1-17808-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-17808-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-4211-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,4211,1-4211-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-4211-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-46272-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,46272,1-46272-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-46272-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-1-1-7057-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_1,1,train,7057,1-7057-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/1-7057-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-18766-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,18766,2-18766-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-18766-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-18766-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,18766,2-18766-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-18766-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-28314-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,28314,2-28314-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-28314-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-28314-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,28314,2-28314-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-28314-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-30322-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,30322,2-30322-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-30322-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-30322-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,30322,2-30322-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-30322-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-61311-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,61311,2-61311-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-61311-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-2-2-65747-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_2,2,train,65747,2-65747-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/2-65747-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-104632-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,104632,3-104632-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-104632-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-104958-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,104958,3-104958-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-104958-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-120644-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,120644,3-120644-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-120644-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-145774-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,145774,3-145774-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-145774-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-147965-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,147965,3-147965-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-147965-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-157187-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,157187,3-157187-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-157187-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-158476-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,158476,3-158476-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-158476-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-3-3-65748-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_3,3,train,65748,3-65748-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/3-65748-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-164661-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,164661,4-164661-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-164661-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-164661-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,164661,4-164661-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-164661-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-170247-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,170247,4-170247-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-170247-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-170247-B-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,170247,4-170247-B-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-170247-B-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-171207-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,171207,4-171207-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-171207-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-181563-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,181563,4-181563-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-181563-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-182368-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,182368,4-182368-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-182368-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
ESC50-4-4-182369-A-12.wav,crackling_fire,stochastic_crackle,ESC-50,fold_4,4,validation,182369,4-182369-A-12.wav,crackling_fire,,1,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,audio/4-182369-A-12.wav,1,https://github.com/karolpiczak/esc-50,ESC-50 upstream per-clip attribution and dataset license apply
