run_id,recorded_at,quality_level,test_type,board,board_revision,firmware_commit,configuration,model_name,model_classes,stimulus,expected_class,source,distance_cm,volume_percent,duration_s,frame_start,frame_end,frames_observed,detection_events,correct_events,unknown_events,cpu_load_percent_mean,preprocess_ms_mean,inference_ms_mean,postprocess_ms_mean,result,raw_log_path,notes,stimulus_hash,trial_id
RUN-20260816-215305,2026-08-16T21:53:05.4964336+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-001 | frozen reviewed six-class stimulus | FE4-001.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.462,143,173,31.0,3,1,13,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215305.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 1; candidate FE2C-099; true category gunshot_gunfire; source FSD50K eval 52357; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,9d03e3c15fa3b15c864eb53f648ca378eb04422613d01b720fc8519bc6b9515a,FE4-001
RUN-20260816-215555,2026-08-16T21:55:55.1220471+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-012 | frozen reviewed six-class stimulus | FE4-012.wav,other,FSD50K eval independent playback,30.0,100.0,15.374,492,522,31.0,19,19,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215555.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 12; candidate FE2C-058; true category Bell; source FSD50K eval 200318; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,b0cf988d5035e02a7138145b94bf13ddb22789f983690bcfb5839df35cb19469,FE4-012
RUN-20260816-215610,2026-08-16T21:56:10.5126433+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-013 | frozen reviewed six-class stimulus | FE4-013.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.407,524,553,30.0,13,13,3,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215610.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 13; candidate FE2S-018; true category glass_breaking; source FSD50K eval 29712; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,d93cd1254eede4011afc4cc4846b42bccaf08390b66089167e7cefaf29135d07,FE4-013
RUN-20260816-215625,2026-08-16T21:56:25.9358903+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-014 | frozen reviewed six-class stimulus | FE4-014.wav,speech,FSD50K eval independent playback,30.0,100.0,15.391,556,585,30.0,23,23,0,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215625.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 14; candidate FE2C-064; true category speech; source FSD50K eval 257865; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,296dec5272f0167be22c62af4a49cadd8423066d01ec57ec7b7339872af9f5d0,FE4-014
RUN-20260816-215641,2026-08-16T21:56:41.3432355+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-015 | frozen reviewed six-class stimulus | FE4-015.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.359,587,617,31.0,11,4,16,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215641.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 15; candidate FE2C-051; true category gunshot_gunfire; source FSD50K eval 249146; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,02372a99c1c9cd8a29c37d9dcca2c7a1d9655c38e6b636ccec2b909ea88b43b1,FE4-015
RUN-20260816-215656,2026-08-16T21:56:56.7172418+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-016 | frozen reviewed six-class stimulus | FE4-016.wav,other,FSD50K eval independent playback,30.0,100.0,15.394,619,649,31.0,3,2,21,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215656.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 16; candidate FE2C-001; true category Clapping; source FSD50K eval 349695; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,12a3fc3890bc919f7c80baecc28bcf03b75df94d443f4facf951b1076764480b,FE4-016
RUN-20260816-215712,2026-08-16T21:57:12.1278670+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-017 | frozen reviewed six-class stimulus | FE4-017.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.378,651,680,30.0,19,19,1,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215712.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 17; candidate FE2C-061; true category dog_bark; source FSD50K eval 361544; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,17c3093aaa86a9b36dc9cb46acbc11f19715ab55eda62bab393b12fe298cf7c0,FE4-017
RUN-20260816-215727,2026-08-16T21:57:27.5558674+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-018 | frozen reviewed six-class stimulus | FE4-018.wav,siren,FSD50K eval independent playback,30.0,100.0,15.403,682,712,31.0,7,7,9,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215727.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 18; candidate FE2C-024; true category siren; source FSD50K eval 405590; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,7dc04d6a7a38a99472f466628a7138f602d9c346744ab9713a15ccb784936590,FE4-018
RUN-20260816-215742,2026-08-16T21:57:42.9766532+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-019 | frozen reviewed six-class stimulus | FE4-019.wav,speech,FSD50K eval independent playback,30.0,100.0,15.392,714,744,31.0,20,20,2,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215742.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 19; candidate FE2C-036; true category speech; source FSD50K eval 120952; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,35a8bd43ee6c5d00a10d92c569c211172b8c33b6032cce996850fc03a3054299,FE4-019
RUN-20260816-215758,2026-08-16T21:57:58.3927130+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-020 | frozen reviewed six-class stimulus | FE4-020.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.374,746,775,30.0,6,3,16,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215758.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 20; candidate FE2S-010; true category gunshot_gunfire; source FSD50K eval 351778; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,de22c8d01ec2dab3cc1bdf999a035b2a4d9c963114a17d5f3058cdb897d01a7a,FE4-020
RUN-20260816-215813,2026-08-16T21:58:13.7831933+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-021 | frozen reviewed six-class stimulus | FE4-021.wav,siren,UrbanSound8K fold_9 independent playback,30.0,100.0,15.394,777,807,31.0,18,18,5,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215813.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 21; candidate FE2S-009; true category siren; source UrbanSound8K fold_9 157866; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,31652b0311061ab9652264a784df2e3f772c14277b044cf05c057ea327be503b,FE4-021
RUN-20260816-215829,2026-08-16T21:58:29.1914240+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-022 | frozen reviewed six-class stimulus | FE4-022.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.364,809,839,31.0,10,8,6,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215829.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 22; candidate FE2C-034; true category dog_bark; source FSD50K eval 15792; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,a0973958a3b41f8723005a9b1dcb1878968e2b29554352f4e26441a14e4ca446,FE4-022
RUN-20260816-215844,2026-08-16T21:58:44.5694171+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-023 | frozen reviewed six-class stimulus | FE4-023.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.399,841,871,31.0,11,11,1,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215844.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 23; candidate FE2S-002; true category glass_breaking; source FSD50K eval 409297; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,55510638cb066f0bc6fc0bc114e806e36ff2dae4ea739f607d006cb1d1fa151d,FE4-023
RUN-20260816-215859,2026-08-16T21:58:59.9835662+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-024 | frozen reviewed six-class stimulus | FE4-024.wav,other,FSD50K eval independent playback,30.0,100.0,15.373,873,902,30.0,21,21,2,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215859.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 24; candidate FE2C-069; true category Dishes_and_pots_and_pans; source FSD50K eval 33854; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,798d504cd21840a8ec37b12f367c595010aff32383ba32606d031ecc13b0786d,FE4-024
