dataset_role,other_group,source_dataset,source_partition,source_id,source_filename,source_labels,filename,stimulus_sha256,patch_count,hardness_score,hardest_predicted_class,hardest_patch_within_clip,mean_top_class,mean_top_score,mean_score_dog_bark,mean_score_glass_breaking,mean_score_gunshot_gunfire,mean_score_siren,mean_score_speech,mean_score_thunderstorm
train,tonal_alarm,FSD50K,train,104096,104096.wav,Squeak,other_candidate__fsd50k__train__104096__0030.wav,d9f8f37bb242ff7ed7a0c4debe6960d080b0d0e30a00518e42af6fb07e7f1252,3,0.9981107711791992,siren,1,siren,0.525733232498169,0.12077629566192627,0.02554362080991268,0.016007449477910995,0.525733232498169,0.29301801323890686,0.018921399489045143
train,tonal_alarm,FSD50K,train,268916,268916.wav,"Telephone,Alarm",other_candidate__fsd50k__train__268916__0031.wav,cd7a9b37f49dd95d3677adc100837b1401f023a2c92d6805fb76b7a4854b52bc,1,0.9501422047615051,siren,0,siren,0.9501422047615051,0.0003496637800708413,0.0003496637800708413,0.0009352759225293994,0.9501422047615051,0.04787358269095421,0.0003496637800708413
train,tonal_alarm,FSD50K,train,157593,157593.wav,"Telephone,Alarm",other_candidate__fsd50k__train__157593__0032.wav,7a8f204dc6bf2de438d6bb8c301456c4a1e44c4f77b19ee6e14771bf92a0f07f,5,0.6816721558570862,siren,3,gunshot_gunfire,0.37829533219337463,0.021412242203950882,0.20319795608520508,0.37829533219337463,0.23425725102424622,0.10151565074920654,0.06132156401872635
train,tonal_alarm,FSD50K,train,51707,51707.wav,"Chime,Bell",other_candidate__fsd50k__train__51707__0033.wav,2ecb83f8ea3953ec0d7c9105945d2969c453dd0ec40ed2a00b98dc5186257ff2,13,0.9832081198692322,glass_breaking,7,glass_breaking,0.8990532159805298,0.001674767816439271,0.8990532159805298,0.05300392955541611,0.010725455358624458,0.013083456084132195,0.022459205240011215
train,tonal_alarm,FSD50K,train,417768,417768.wav,"Church_bell,Alarm,Car,Motor_vehicle_(road),Vehicle,Bell",other_candidate__fsd50k__train__417768__0034.wav,b97545a5722e4978bb4ce23d8c7c50ea2bae59f188e5f45e076f7a0ac2bcf49a,13,0.9404426217079163,siren,4,siren,0.8211323022842407,0.005195918958634138,0.028530728071928024,0.039105262607336044,0.8211323022842407,0.05936424061655998,0.046671587973833084
train,tonal_alarm,FSD50K,train,138042,138042.wav,"Telephone,Alarm",other_candidate__fsd50k__train__138042__0035.wav,c60d65d75019dac8fba0d7bb8290a04db5d85e639e7d4c128db640375a23deff,13,0.8960729241371155,siren,0,thunderstorm,0.42505282163619995,0.065354123711586,0.013965816237032413,0.05756663531064987,0.3315753638744354,0.1064852848649025,0.42505282163619995
train,tonal_alarm,FSD50K,train,90548,90548.wav,"Cowbell,Bell",other_candidate__fsd50k__train__90548__0036.wav,839a0bd6b961eb0202bc8dbbd67bb579e639e348cca2529b0a36809504a0f106,1,0.9683812260627747,glass_breaking,0,glass_breaking,0.9683812260627747,0.0005518419202417135,0.9683812260627747,0.024415677413344383,0.0035392886493355036,0.002742442302405834,0.0003696015919558704
train,tonal_alarm,FSD50K,train,424250,424250.wav,"Chime,Bell",other_candidate__fsd50k__train__424250__0037.wav,b50bf95e062ff1a24b03877f8f816b5d5c4811139665e6a972fa5b6e605b2195,4,0.9641660451889038,glass_breaking,0,glass_breaking,0.7111626267433167,0.03931695222854614,0.7111626267433167,0.09463471174240112,0.0909058004617691,0.05589574575424194,0.008084136992692947
train,tonal_alarm,FSD50K,train,32634,32634.wav,"Bell,Mechanisms",other_candidate__fsd50k__train__32634__0038.wav,0af6257b1d0c747537736e28466c97780005577cd4101826e7656d297689b6c6,7,0.9717753529548645,glass_breaking,2,glass_breaking,0.4929456114768982,0.005214483942836523,0.4929456114768982,0.2877350449562073,0.05971169099211693,0.03329871967434883,0.12109442800283432
train,tonal_alarm,FSD50K,train,274992,274992.wav,Squeak,other_candidate__fsd50k__train__274992__0039.wav,dee26b7b475867916d5cc4ac92cb81ba50a3753769c558596fde8b01fce689b4,1,0.7703300714492798,siren,0,siren,0.7703300714492798,0.027961116284132004,0.016787927597761154,0.022469909861683846,0.7703300714492798,0.1607605516910553,0.0016903993673622608
train,tonal_alarm,FSD50K,train,37915,37915.wav,Alarm,other_candidate__fsd50k__train__37915__0040.wav,8315c9e4dd07076eff334618242d7c9c60de5a1adf847a3be05b119fa73a6f3e,6,0.9682849645614624,siren,1,siren,0.6903062462806702,0.12589006125926971,0.01091246958822012,0.014476894401013851,0.6903062462806702,0.1400201916694641,0.018394099548459053
train,tonal_alarm,FSD50K,train,90986,90986.wav,"Cowbell,Bell",other_candidate__fsd50k__train__90986__0041.wav,6db60761823e7eb4cabec79c0c0f500cfaaeede197b7d088231a958411d6faf2,1,0.7356908321380615,glass_breaking,0,glass_breaking,0.7356908321380615,0.017885135486721992,0.7356908321380615,0.05952979624271393,0.06640654802322388,0.11470802873373032,0.005779643543064594
train,tonal_alarm,FSD50K,train,34061,34061.wav,Squeak,other_candidate__fsd50k__train__34061__0042.wav,ca807ef2c0e3d20808d81dcbb1ab4f4aaf4f01eebfcc414b76ab51c2abf8b083,7,0.7307413816452026,siren,1,siren,0.36116090416908264,0.051003966480493546,0.12271521240472794,0.061833251267671585,0.36116090416908264,0.30908066034317017,0.09420599043369293
train,tonal_alarm,FSD50K,train,24248,24248.wav,"Squeak,Cupboard_open_or_close,Door,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__24248__0043.wav,28cfb2e61beba3fcad29c588138d0272bebe77ba9f1f51017815dd29adb3d670,7,0.8119767308235168,siren,3,siren,0.40406665205955505,0.07666082680225372,0.06292552500963211,0.15780183672904968,0.40406665205955505,0.25063541531562805,0.0479096844792366
train,tonal_alarm,FSD50K,train,275053,275053.wav,"Telephone,Alarm",other_candidate__fsd50k__train__275053__0044.wav,0acb75d215ed14c5ac287063f60b9c1782273a19f60e46e3ecfc504007014a68,13,0.9580802917480469,siren,2,siren,0.6301580667495728,0.03590742126107216,0.09871340543031693,0.08886413276195526,0.6301580667495728,0.09945382177829742,0.046903096139431
train,tonal_alarm,FSD50K,train,164006,164006.wav,Alarm,other_candidate__fsd50k__train__164006__0045.wav,c5408ede16e7feb3b53cd15cc5d6b4a9743be666b52e9ba0e36bbaa5a1146f80,2,0.9868502616882324,siren,1,siren,0.9566981792449951,0.0014987835893407464,0.009288723580539227,0.014970321208238602,0.9566981792449951,0.013795445673167706,0.0037485333159565926
train,tonal_alarm,FSD50K,train,377640,377640.wav,Bell,other_candidate__fsd50k__train__377640__0046.wav,7fe0e186bf1726f001c4064c2a6ab3544c7f61d25b694f9b5118f91fe432f362,10,0.9803128838539124,glass_breaking,4,glass_breaking,0.4766465723514557,0.019366469234228134,0.4766465723514557,0.19389069080352783,0.17255517840385437,0.034442078322172165,0.10309900343418121
train,tonal_alarm,FSD50K,train,324586,324586.wav,Alarm,other_candidate__fsd50k__train__324586__0047.wav,468940ce1112b67cb03694b043867d6f2661d040a03d0848e147450d04e505e7,5,0.9454997181892395,siren,1,siren,0.8936125040054321,0.0012721419334411621,0.008387668058276176,0.024410996586084366,0.8936125040054321,0.07091452926397324,0.0014021722599864006
train,tonal_alarm,FSD50K,train,59063,59063.wav,"Church_bell,Organ,Bell,Keyboard_(musical),Musical_instrument,Music",other_candidate__fsd50k__train__59063__0048.wav,e7fc8754b311b3ab50f5511521017aa6989b2e0a6a2fc7dce3f15e1ee1e1a0e3,13,0.6464064121246338,speech,0,speech,0.4035927355289459,0.10621006786823273,0.058888692408800125,0.16092635691165924,0.10980156809091568,0.4035927355289459,0.1605806052684784
train,tonal_alarm,FSD50K,train,167532,167532.wav,"Ringtone,Telephone,Alarm",other_candidate__fsd50k__train__167532__0049.wav,49e21b4e7acaea2d2c83b9abb1aa161b4e8ede7f1a44c7d43841179aed6b5378,6,0.8727558255195618,glass_breaking,0,glass_breaking,0.6687152981758118,0.004520758520811796,0.6687152981758118,0.22073757648468018,0.06959504634141922,0.02280052937567234,0.013630744069814682
train,tonal_alarm,FSD50K,train,261092,261092.wav,Squeak,other_candidate__fsd50k__train__261092__0050.wav,7c78b59a6063d86fdae82b1c9ebf4d082a755cefe32979dc411b5638880951a0,10,0.9914512038230896,siren,6,siren,0.5637869238853455,0.12525708973407745,0.11037631332874298,0.03476894646883011,0.5637869238853455,0.11211569607257843,0.05369510129094124
train,tonal_alarm,FSD50K,train,329896,329896.wav,Alarm,other_candidate__fsd50k__train__329896__0051.wav,e11e93c48b05a5a596d5b5a4cb1c2479f8fbd6e8a5043e138abec7032162e339,13,0.9406105875968933,siren,10,siren,0.7308578491210938,0.0006112101837061346,0.21787983179092407,0.0014849837170913815,0.7308578491210938,0.04855490103363991,0.0006112101837061346
train,tonal_alarm,FSD50K,train,97786,97786.wav,"Telephone,Alarm",other_candidate__fsd50k__train__97786__0052.wav,7829e7a75812680e38b6bedf16858b0700b6f4d6b39826f61dd5010edbc6f8f0,3,0.977323591709137,siren,1,siren,0.9667084217071533,0.014364023692905903,0.0006736158975400031,0.0056586540304124355,0.9667084217071533,0.012038196437060833,0.000557091785594821
train,tonal_alarm,FSD50K,train,234565,234565.wav,"Ringtone,Telephone,Alarm",other_candidate__fsd50k__train__234565__0053.wav,32e608e1d2ac352802a2e01eac3c8af425cb47ddbb27a098527663da12513759,2,0.3645869791507721,glass_breaking,0,glass_breaking,0.3427218198776245,0.023342490196228027,0.3427218198776245,0.3025789260864258,0.06782680004835129,0.24042551219463348,0.023104501888155937
train,tonal_alarm,FSD50K,train,264135,264135.wav,Squeak,other_candidate__fsd50k__train__264135__0054.wav,b47eb3477c3a905a328ff72a329055e643651a47a857f0e5eeab23cb91b0a26a,1,0.8858284950256348,speech,0,speech,0.8858284950256348,0.06664039939641953,0.008349931798875332,0.021535076200962067,0.011176017113029957,0.8858284950256348,0.00646999990567565
train,tonal_alarm,FSD50K,train,42707,42707.wav,Alarm,other_candidate__fsd50k__train__42707__0055.wav,d0856894c8a34f56d04c10b0f898d885cdb6f0fe17ba04357decded0aff18fc7,13,0.9993360638618469,siren,12,siren,0.9380355477333069,0.0032215011306107044,0.006694758776575327,0.006274932995438576,0.9380355477333069,0.03363099321722984,0.012142299674451351
train,tonal_alarm,FSD50K,train,345699,345699.wav,"Telephone,Alarm",other_candidate__fsd50k__train__345699__0056.wav,13e2049d80dce266d37f785fd308f4c3e8e58bc007eaa7ab2a2d5f261fdeb62d,13,0.9536978602409363,siren,1,siren,0.6379855275154114,0.05014634504914284,0.012900725938379765,0.11888424307107925,0.6379855275154114,0.09630291908979416,0.08378032594919205
train,tonal_alarm,FSD50K,train,72663,72663.wav,Squeak,other_candidate__fsd50k__train__72663__0057.wav,5800b38d4b98dd1d351c6ca63e647f1cb5cf7903d961fa56359b4738a081e110,12,0.9837870001792908,glass_breaking,11,glass_breaking,0.5621797442436218,0.03439471125602722,0.5621797442436218,0.04045089706778526,0.18041716516017914,0.1620454639196396,0.020512063056230545
train,tonal_alarm,FSD50K,train,174840,174840.wav,"Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm",other_candidate__fsd50k__train__174840__0058.wav,e8167d57f8275699685df150260ad3459b10ca2a5cd996499e47b0890bd6e569,4,0.9898704886436462,siren,0,siren,0.7370119094848633,0.009352150373160839,0.13618305325508118,0.045320212841033936,0.7370119094848633,0.05469833314418793,0.01743435487151146
train,tonal_alarm,FSD50K,train,68935,68935.wav,Squeak,other_candidate__fsd50k__train__68935__0059.wav,904eb313fb6190a0b2f899a565967a0bdded79a1a23ca8fd45fd870c51c4bc70,1,0.49943962693214417,glass_breaking,0,glass_breaking,0.49943962693214417,0.022558679804205894,0.49943962693214417,0.18003977835178375,0.05215556174516678,0.19365087151527405,0.05215556174516678
train,tonal_alarm,FSD50K,train,32629,32629.wav,"Drawer_open_or_close,Bell,Mechanisms,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__32629__0060.wav,cec12613689e9b0be4da5738f53d2566ffd55e4cf1f3bcb670abc60cde97f36c,5,0.7695656418800354,glass_breaking,3,glass_breaking,0.3774396777153015,0.0065437802113592625,0.3774396777153015,0.19721607863903046,0.24783578515052795,0.04961733892560005,0.1213473454117775
train,tonal_alarm,FSD50K,train,329893,329893.wav,"Alarm,Clock,Mechanisms",other_candidate__fsd50k__train__329893__0061.wav,ab27a8b190a7d9c19acb9a8b2c1e4f542c6cc9cd95b446f65bb4fb9cf9d50f5c,13,0.9231153130531311,glass_breaking,2,glass_breaking,0.7088769674301147,0.020140664651989937,0.7088769674301147,0.05498603731393814,0.036742452532052994,0.10750345885753632,0.07175036519765854
train,tonal_alarm,ESC-50,fold_1,54747,1-54747-A-46.wav,church_bells,other_candidate__esc50__fold_1__54747__0062.wav,a0664359aa21e7b44f8de962632c9ed2bca9f86728056ae8dd14ae7ac5cd0330,6,0.9340847730636597,siren,2,siren,0.5764816403388977,0.006410130765289068,0.018272385001182556,0.11848295480012894,0.5764816403388977,0.052573055028915405,0.22777993977069855
train,tonal_alarm,FSD50K,train,250630,250630.wav,"Ringtone,Telephone,Alarm",other_candidate__fsd50k__train__250630__0063.wav,7198b01d2cdb6348193c1539f105ad7350be69d32fb4e61c2866d125dc10b5d8,2,0.3798907697200775,glass_breaking,0,speech,0.31945568323135376,0.021523896604776382,0.30119964480400085,0.1564955860376358,0.19718407094478607,0.31945568323135376,0.0041411337442696095
train,tonal_alarm,FSD50K,train,91009,91009.wav,"Cowbell,Bell",other_candidate__fsd50k__train__91009__0064.wav,6ff7dd0cea71d9bfc7801cafa873f38bc7860a0c58c14f4b36a7f7f15acf494e,1,0.7825736999511719,glass_breaking,0,glass_breaking,0.7825736999511719,0.004428956191986799,0.7825736999511719,0.07879841327667236,0.05473463237285614,0.07879841327667236,0.0006658466882072389
train,tonal_alarm,FSD50K,train,323131,323131.wav,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell",other_candidate__fsd50k__train__323131__0065.wav,7f22bb1f94b24fa26a7489d53853ea12c7a1692ef2ec9b6599a6c57827565053,1,0.6760063767433167,glass_breaking,0,glass_breaking,0.6760063767433167,0.014732320792973042,0.6760063767433167,0.07874900102615356,0.17555226385593414,0.04903580620884895,0.0059242453426122665
train,tonal_alarm,FSD50K,train,30153,30153.wav,Bell,other_candidate__fsd50k__train__30153__0066.wav,7a0f9f99e155a65f5ce8b83f6862a60fb8330853fa8e31326dca1817e2bd38e1,4,0.6924741268157959,siren,2,siren,0.4809679388999939,0.010898372158408165,0.4543048143386841,0.01805475354194641,0.4809679388999939,0.030799750238656998,0.0049743931740522385
train,tonal_alarm,FSD50K,train,261088,261088.wav,Squeak,other_candidate__fsd50k__train__261088__0067.wav,ba4587450498b5f99d080a1422113c812c414e8a781c7ad226d040aa13c4e131,9,0.6321478486061096,thunderstorm,8,gunshot_gunfire,0.28387513756752014,0.02440115064382553,0.25880715250968933,0.28387513756752014,0.07303030043840408,0.1273961365222931,0.23249009251594543
train,tonal_alarm,FSD50K,train,323129,323129.wav,"Bicycle_bell,Alarm,Bicycle,Vehicle,Bell",other_candidate__fsd50k__train__323129__0068.wav,d8688b68d77abb340d5931d7d9cb05c4d6324255e2e065fd0d47c67a5be7c0cb,1,0.9259551167488098,glass_breaking,0,glass_breaking,0.9259551167488098,0.0013121881056576967,0.9259551167488098,0.003263128222897649,0.03615085408091545,0.0324072390794754,0.0009114668355323374
train,tonal_alarm,FSD50K,train,81736,81736.wav,"Dishes_and_pots_and_pans,Bell,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__81736__0069.wav,809908a7afc644148d70d91b5343154257e0cec8ede6dd5b401f2ef00f241356,8,0.8467510938644409,thunderstorm,7,thunderstorm,0.34119224548339844,0.08140106499195099,0.18155968189239502,0.09368938952684402,0.22270499169826508,0.07945267111063004,0.34119224548339844
