record_id,filename,candidate_class,selection_role,patch_count
ESC50-1-1-20133-A-39.wav,1-20133-A-39.wav,glass_breaking,train,4
ESC50-1-1-84536-A-39.wav,1-84536-A-39.wav,glass_breaking,train,3
ESC50-1-1-84704-A-39.wav,1-84704-A-39.wav,glass_breaking,train,2
ESC50-1-1-84705-A-39.wav,1-84705-A-39.wav,glass_breaking,train,1
ESC50-1-1-85168-A-39.wav,1-85168-A-39.wav,glass_breaking,train,4
ESC50-1-1-85184-A-39.wav,1-85184-A-39.wav,glass_breaking,train,1
ESC50-1-1-88807-A-39.wav,1-88807-A-39.wav,glass_breaking,train,3
ESC50-1-1-977-A-39.wav,1-977-A-39.wav,glass_breaking,train,1
ESC50-2-2-106881-A-39.wav,2-106881-A-39.wav,glass_breaking,train,5
ESC50-2-2-112213-A-39.wav,2-112213-A-39.wav,glass_breaking,train,6
ESC50-2-2-112213-B-39.wav,2-112213-B-39.wav,glass_breaking,train,6
ESC50-2-2-141563-A-39.wav,2-141563-A-39.wav,glass_breaking,train,1
ESC50-2-2-173559-A-39.wav,2-173559-A-39.wav,glass_breaking,train,5
ESC50-2-2-173607-A-39.wav,2-173607-A-39.wav,glass_breaking,train,5
ESC50-2-2-173618-A-39.wav,2-173618-A-39.wav,glass_breaking,train,6
ESC50-2-2-250710-A-39.wav,2-250710-A-39.wav,glass_breaking,train,4
ESC50-3-3-203371-A-39.wav,3-203371-A-39.wav,glass_breaking,train,1
ESC50-3-3-203373-A-39.wav,3-203373-A-39.wav,glass_breaking,train,1
ESC50-3-3-203374-A-39.wav,3-203374-A-39.wav,glass_breaking,train,1
ESC50-3-3-203375-A-39.wav,3-203375-A-39.wav,glass_breaking,train,1
ESC50-3-3-203377-A-39.wav,3-203377-A-39.wav,glass_breaking,train,1
ESC50-3-3-216280-A-39.wav,3-216280-A-39.wav,glass_breaking,train,1
ESC50-3-3-216281-A-39.wav,3-216281-A-39.wav,glass_breaking,train,1
ESC50-3-3-216284-A-39.wav,3-216284-A-39.wav,glass_breaking,train,1
ESC50-4-4-204115-A-39.wav,4-204115-A-39.wav,glass_breaking,validation,1
ESC50-4-4-204119-A-39.wav,4-204119-A-39.wav,glass_breaking,validation,1
ESC50-4-4-204121-A-39.wav,4-204121-A-39.wav,glass_breaking,validation,2
ESC50-4-4-204123-A-39.wav,4-204123-A-39.wav,glass_breaking,validation,2
ESC50-4-4-204777-A-39.wav,4-204777-A-39.wav,glass_breaking,validation,6
ESC50-4-4-204777-B-39.wav,4-204777-B-39.wav,glass_breaking,validation,6
ESC50-4-4-204777-C-39.wav,4-204777-C-39.wav,glass_breaking,validation,4
ESC50-4-4-212698-A-39.wav,4-212698-A-39.wav,glass_breaking,validation,2
ESC50-1-1-31482-A-42.wav,1-31482-A-42.wav,siren,train,6
ESC50-1-1-31482-B-42.wav,1-31482-B-42.wav,siren,train,6
ESC50-1-1-54084-A-42.wav,1-54084-A-42.wav,siren,train,6
ESC50-1-1-76831-A-42.wav,1-76831-A-42.wav,siren,train,6
ESC50-1-1-76831-B-42.wav,1-76831-B-42.wav,siren,train,6
ESC50-1-1-76831-C-42.wav,1-76831-C-42.wav,siren,train,6
ESC50-1-1-76831-D-42.wav,1-76831-D-42.wav,siren,train,6
ESC50-1-1-76831-E-42.wav,1-76831-E-42.wav,siren,train,6
ESC50-2-2-43802-A-42.wav,2-43802-A-42.wav,siren,train,6
ESC50-2-2-43806-A-42.wav,2-43806-A-42.wav,siren,train,6
ESC50-2-2-70052-A-42.wav,2-70052-A-42.wav,siren,train,6
ESC50-2-2-70052-B-42.wav,2-70052-B-42.wav,siren,train,5
ESC50-2-2-70936-A-42.wav,2-70936-A-42.wav,siren,train,6
ESC50-2-2-70938-A-42.wav,2-70938-A-42.wav,siren,train,5
ESC50-2-2-70939-A-42.wav,2-70939-A-42.wav,siren,train,6
ESC50-2-2-72688-A-42.wav,2-72688-A-42.wav,siren,train,6
ESC50-3-3-51376-A-42.wav,3-51376-A-42.wav,siren,train,6
ESC50-3-3-51731-A-42.wav,3-51731-A-42.wav,siren,train,6
ESC50-3-3-51731-B-42.wav,3-51731-B-42.wav,siren,train,6
ESC50-3-3-51909-A-42.wav,3-51909-A-42.wav,siren,train,6
ESC50-3-3-51909-B-42.wav,3-51909-B-42.wav,siren,train,6
ESC50-3-3-58772-A-42.wav,3-58772-A-42.wav,siren,train,6
ESC50-3-3-62878-A-42.wav,3-62878-A-42.wav,siren,train,6
ESC50-3-3-62878-B-42.wav,3-62878-B-42.wav,siren,train,3
ESC50-4-4-102871-A-42.wav,4-102871-A-42.wav,siren,validation,6
ESC50-4-4-111671-A-42.wav,4-111671-A-42.wav,siren,validation,6
ESC50-4-4-111671-B-42.wav,4-111671-B-42.wav,siren,validation,6
ESC50-4-4-121532-A-42.wav,4-121532-A-42.wav,siren,validation,6
ESC50-4-4-67358-A-42.wav,4-67358-A-42.wav,siren,validation,5
ESC50-4-4-80761-A-42.wav,4-80761-A-42.wav,siren,validation,6
ESC50-4-4-90014-A-42.wav,4-90014-A-42.wav,siren,validation,6
ESC50-4-4-90014-B-42.wav,4-90014-B-42.wav,siren,validation,6
ESC50-1-1-101296-A-19.wav,1-101296-A-19.wav,thunderstorm,train,6
ESC50-1-1-101296-B-19.wav,1-101296-B-19.wav,thunderstorm,train,6
ESC50-1-1-115521-A-19.wav,1-115521-A-19.wav,thunderstorm,train,6
ESC50-1-1-23222-A-19.wav,1-23222-A-19.wav,thunderstorm,train,6
ESC50-1-1-23222-B-19.wav,1-23222-B-19.wav,thunderstorm,train,6
ESC50-1-1-24524-A-19.wav,1-24524-A-19.wav,thunderstorm,train,6
ESC50-1-1-24524-B-19.wav,1-24524-B-19.wav,thunderstorm,train,6
ESC50-1-1-24524-C-19.wav,1-24524-C-19.wav,thunderstorm,train,6
ESC50-2-2-104105-A-19.wav,2-104105-A-19.wav,thunderstorm,train,6
ESC50-2-2-104105-B-19.wav,2-104105-B-19.wav,thunderstorm,train,6
ESC50-2-2-39441-A-19.wav,2-39441-A-19.wav,thunderstorm,train,6
ESC50-2-2-39443-A-19.wav,2-39443-A-19.wav,thunderstorm,train,6
ESC50-2-2-39443-B-19.wav,2-39443-B-19.wav,thunderstorm,train,6
ESC50-2-2-39945-A-19.wav,2-39945-A-19.wav,thunderstorm,train,6
ESC50-2-2-39945-B-19.wav,2-39945-B-19.wav,thunderstorm,train,6
ESC50-2-2-39945-C-19.wav,2-39945-C-19.wav,thunderstorm,train,6
ESC50-3-3-103050-A-19.wav,3-103050-A-19.wav,thunderstorm,train,6
ESC50-3-3-103051-A-19.wav,3-103051-A-19.wav,thunderstorm,train,6
ESC50-3-3-103051-B-19.wav,3-103051-B-19.wav,thunderstorm,train,6
ESC50-3-3-103051-C-19.wav,3-103051-C-19.wav,thunderstorm,train,6
ESC50-3-3-123224-A-19.wav,3-123224-A-19.wav,thunderstorm,train,6
ESC50-3-3-124600-A-19.wav,3-124600-A-19.wav,thunderstorm,train,6
ESC50-3-3-144891-A-19.wav,3-144891-A-19.wav,thunderstorm,train,6
ESC50-3-3-144891-B-19.wav,3-144891-B-19.wav,thunderstorm,train,6
ESC50-4-4-125070-A-19.wav,4-125070-A-19.wav,thunderstorm,validation,6
ESC50-4-4-125071-A-19.wav,4-125071-A-19.wav,thunderstorm,validation,6
ESC50-4-4-125072-A-19.wav,4-125072-A-19.wav,thunderstorm,validation,6
ESC50-4-4-125072-B-19.wav,4-125072-B-19.wav,thunderstorm,validation,6
ESC50-4-4-156993-A-19.wav,4-156993-A-19.wav,thunderstorm,validation,6
ESC50-4-4-161519-A-19.wav,4-161519-A-19.wav,thunderstorm,validation,6
ESC50-4-4-165813-A-19.wav,4-165813-A-19.wav,thunderstorm,validation,6
ESC50-4-4-165813-B-19.wav,4-165813-B-19.wav,thunderstorm,validation,6
