dataset_role,filename,category,source_record_id,source_dataset,source_partition,source_id,source_filename,repeat_index
train,siren__esc50__fold_2__70938__0102__r1.wav,siren,ESC50-2-2-70938-A-42.wav,ESC-50,fold_2,70938,2-70938-A-42.wav,1
train,siren__esc50__fold_2__70939__0103__r1.wav,siren,ESC50-2-2-70939-A-42.wav,ESC-50,fold_2,70939,2-70939-A-42.wav,1
train,siren__esc50__fold_2__72688__0104__r1.wav,siren,ESC50-2-2-72688-A-42.wav,ESC-50,fold_2,72688,2-72688-A-42.wav,1
train,siren__esc50__fold_3__51376__0105__r1.wav,siren,ESC50-3-3-51376-A-42.wav,ESC-50,fold_3,51376,3-51376-A-42.wav,1
train,siren__esc50__fold_3__51731__0106__r1.wav,siren,ESC50-3-3-51731-A-42.wav,ESC-50,fold_3,51731,3-51731-A-42.wav,1
train,siren__esc50__fold_3__51731__0107__r1.wav,siren,ESC50-3-3-51731-B-42.wav,ESC-50,fold_3,51731,3-51731-B-42.wav,1
train,siren__esc50__fold_3__51909__0108__r1.wav,siren,ESC50-3-3-51909-A-42.wav,ESC-50,fold_3,51909,3-51909-A-42.wav,1
train,siren__esc50__fold_3__51909__0109__r1.wav,siren,ESC50-3-3-51909-B-42.wav,ESC-50,fold_3,51909,3-51909-B-42.wav,1
train,siren__esc50__fold_3__58772__0110__r1.wav,siren,ESC50-3-3-58772-A-42.wav,ESC-50,fold_3,58772,3-58772-A-42.wav,1
train,siren__esc50__fold_3__62878__0111__r1.wav,siren,ESC50-3-3-62878-A-42.wav,ESC-50,fold_3,62878,3-62878-A-42.wav,1
train,siren__esc50__fold_3__62878__0112__r1.wav,siren,ESC50-3-3-62878-B-42.wav,ESC-50,fold_3,62878,3-62878-B-42.wav,1
train,siren__fsd50k__dev__108192__0113__r1.wav,siren,FSD50K-dev-108192-siren,FSD50K,dev,108192,108192.wav,1
train,siren__fsd50k__dev__116664__0114__r1.wav,siren,FSD50K-dev-116664-siren,FSD50K,dev,116664,116664.wav,1
train,siren__fsd50k__dev__128459__0115__r1.wav,siren,FSD50K-dev-128459-siren,FSD50K,dev,128459,128459.wav,1
train,siren__fsd50k__dev__156868__0116__r1.wav,siren,FSD50K-dev-156868-siren,FSD50K,dev,156868,156868.wav,1
train,siren__fsd50k__dev__159743__0117__r1.wav,siren,FSD50K-dev-159743-siren,FSD50K,dev,159743,159743.wav,1
train,siren__fsd50k__dev__159745__0118__r1.wav,siren,FSD50K-dev-159745-siren,FSD50K,dev,159745,159745.wav,1
train,siren__fsd50k__dev__159750__0119__r1.wav,siren,FSD50K-dev-159750-siren,FSD50K,dev,159750,159750.wav,1
train,siren__fsd50k__dev__159753__0120__r1.wav,siren,FSD50K-dev-159753-siren,FSD50K,dev,159753,159753.wav,1
train,siren__fsd50k__dev__159754__0121__r1.wav,siren,FSD50K-dev-159754-siren,FSD50K,dev,159754,159754.wav,1
train,siren__fsd50k__dev__159755__0122__r1.wav,siren,FSD50K-dev-159755-siren,FSD50K,dev,159755,159755.wav,1
train,siren__fsd50k__dev__162719__0123__r1.wav,siren,FSD50K-dev-162719-siren,FSD50K,dev,162719,162719.wav,1
train,siren__fsd50k__dev__165166__0124__r1.wav,siren,FSD50K-dev-165166-siren,FSD50K,dev,165166,165166.wav,1
train,siren__fsd50k__dev__168258__0125__r1.wav,siren,FSD50K-dev-168258-siren,FSD50K,dev,168258,168258.wav,1
train,siren__fsd50k__dev__168621__0126__r1.wav,siren,FSD50K-dev-168621-siren,FSD50K,dev,168621,168621.wav,1
train,siren__fsd50k__dev__184623__0127__r1.wav,siren,FSD50K-dev-184623-siren,FSD50K,dev,184623,184623.wav,1
train,siren__fsd50k__dev__201611__0128__r1.wav,siren,FSD50K-dev-201611-siren,FSD50K,dev,201611,201611.wav,1
train,siren__fsd50k__dev__201945__0129__r1.wav,siren,FSD50K-dev-201945-siren,FSD50K,dev,201945,201945.wav,1
train,siren__fsd50k__dev__202418__0130__r1.wav,siren,FSD50K-dev-202418-siren,FSD50K,dev,202418,202418.wav,1
train,siren__fsd50k__dev__203720__0131__r1.wav,siren,FSD50K-dev-203720-siren,FSD50K,dev,203720,203720.wav,1
train,siren__fsd50k__dev__208652__0132__r1.wav,siren,FSD50K-dev-208652-siren,FSD50K,dev,208652,208652.wav,1
train,siren__fsd50k__dev__223824__0133__r1.wav,siren,FSD50K-dev-223824-siren,FSD50K,dev,223824,223824.wav,1
train,siren__fsd50k__dev__23750__0134__r1.wav,siren,FSD50K-dev-23750-siren,FSD50K,dev,23750,23750.wav,1
train,siren__fsd50k__dev__256469__0135__r1.wav,siren,FSD50K-dev-256469-siren,FSD50K,dev,256469,256469.wav,1
train,siren__fsd50k__dev__258169__0136__r1.wav,siren,FSD50K-dev-258169-siren,FSD50K,dev,258169,258169.wav,1
train,siren__fsd50k__dev__261589__0137__r1.wav,siren,FSD50K-dev-261589-siren,FSD50K,dev,261589,261589.wav,1
train,siren__fsd50k__dev__261593__0138__r1.wav,siren,FSD50K-dev-261593-siren,FSD50K,dev,261593,261593.wav,1
train,siren__fsd50k__dev__262278__0139__r1.wav,siren,FSD50K-dev-262278-siren,FSD50K,dev,262278,262278.wav,1
train,siren__fsd50k__dev__268809__0140__r1.wav,siren,FSD50K-dev-268809-siren,FSD50K,dev,268809,268809.wav,1
train,siren__fsd50k__dev__273750__0141__r1.wav,siren,FSD50K-dev-273750-siren,FSD50K,dev,273750,273750.wav,1
train,siren__fsd50k__dev__277508__0142__r1.wav,siren,FSD50K-dev-277508-siren,FSD50K,dev,277508,277508.wav,1
train,siren__fsd50k__dev__28426__0143__r1.wav,siren,FSD50K-dev-28426-siren,FSD50K,dev,28426,28426.wav,1
train,siren__fsd50k__dev__31482__0144__r1.wav,siren,FSD50K-dev-31482-siren,FSD50K,dev,31482,31482.wav,1
train,siren__fsd50k__dev__315758__0145__r1.wav,siren,FSD50K-dev-315758-siren,FSD50K,dev,315758,315758.wav,1
train,siren__fsd50k__dev__319751__0146__r1.wav,siren,FSD50K-dev-319751-siren,FSD50K,dev,319751,319751.wav,1
train,siren__fsd50k__dev__322205__0147__r1.wav,siren,FSD50K-dev-322205-siren,FSD50K,dev,322205,322205.wav,1
train,siren__fsd50k__dev__324579__0148__r1.wav,siren,FSD50K-dev-324579-siren,FSD50K,dev,324579,324579.wav,1
train,siren__fsd50k__dev__326074__0149__r1.wav,siren,FSD50K-dev-326074-siren,FSD50K,dev,326074,326074.wav,1
train,siren__fsd50k__dev__332918__0150__r1.wav,siren,FSD50K-dev-332918-siren,FSD50K,dev,332918,332918.wav,1
train,siren__fsd50k__dev__336894__0151__r1.wav,siren,FSD50K-dev-336894-siren,FSD50K,dev,336894,336894.wav,1
train,siren__fsd50k__dev__338973__0152__r1.wav,siren,FSD50K-dev-338973-siren,FSD50K,dev,338973,338973.wav,1
train,siren__fsd50k__dev__34280__0153__r1.wav,siren,FSD50K-dev-34280-siren,FSD50K,dev,34280,34280.wav,1
train,siren__fsd50k__dev__364911__0154__r1.wav,siren,FSD50K-dev-364911-siren,FSD50K,dev,364911,364911.wav,1
train,siren__fsd50k__dev__372251__0155__r1.wav,siren,FSD50K-dev-372251-siren,FSD50K,dev,372251,372251.wav,1
train,siren__fsd50k__dev__377125__0156__r1.wav,siren,FSD50K-dev-377125-siren,FSD50K,dev,377125,377125.wav,1
train,siren__fsd50k__dev__377126__0157__r1.wav,siren,FSD50K-dev-377126-siren,FSD50K,dev,377126,377126.wav,1
train,siren__fsd50k__dev__381957__0158__r1.wav,siren,FSD50K-dev-381957-siren,FSD50K,dev,381957,381957.wav,1
train,siren__fsd50k__dev__392801__0159__r1.wav,siren,FSD50K-dev-392801-siren,FSD50K,dev,392801,392801.wav,1
train,siren__fsd50k__dev__393662__0160__r1.wav,siren,FSD50K-dev-393662-siren,FSD50K,dev,393662,393662.wav,1
train,siren__fsd50k__dev__393665__0161__r1.wav,siren,FSD50K-dev-393665-siren,FSD50K,dev,393665,393665.wav,1
train,siren__fsd50k__dev__393666__0162__r1.wav,siren,FSD50K-dev-393666-siren,FSD50K,dev,393666,393666.wav,1
train,siren__fsd50k__dev__393667__0163__r1.wav,siren,FSD50K-dev-393667-siren,FSD50K,dev,393667,393667.wav,1
train,siren__fsd50k__dev__410825__0164__r1.wav,siren,FSD50K-dev-410825-siren,FSD50K,dev,410825,410825.wav,1
train,siren__fsd50k__dev__46092__0165__r1.wav,siren,FSD50K-dev-46092-siren,FSD50K,dev,46092,46092.wav,1
train,siren__fsd50k__dev__65152__0166__r1.wav,siren,FSD50K-dev-65152-siren,FSD50K,dev,65152,65152.wav,1
train,siren__fsd50k__dev__65929__0167__r1.wav,siren,FSD50K-dev-65929-siren,FSD50K,dev,65929,65929.wav,1
train,siren__fsd50k__dev__67358__0168__r1.wav,siren,FSD50K-dev-67358-siren,FSD50K,dev,67358,67358.wav,1
train,siren__fsd50k__dev__67359__0169__r1.wav,siren,FSD50K-dev-67359-siren,FSD50K,dev,67359,67359.wav,1
train,siren__fsd50k__dev__87393__0170__r1.wav,siren,FSD50K-dev-87393-siren,FSD50K,dev,87393,87393.wav,1
train,siren__fsd50k__dev__88121__0171__r1.wav,siren,FSD50K-dev-88121-siren,FSD50K,dev,88121,88121.wav,1
train,siren__fsd50k__dev__89682__0172__r1.wav,siren,FSD50K-dev-89682-siren,FSD50K,dev,89682,89682.wav,1
train,siren__fsd50k__dev__89683__0173__r1.wav,siren,FSD50K-dev-89683-siren,FSD50K,dev,89683,89683.wav,1
train,siren__fsd50k__dev__93639__0174__r1.wav,siren,FSD50K-dev-93639-siren,FSD50K,dev,93639,93639.wav,1
train,siren__fsd50k__dev__93643__0175__r1.wav,siren,FSD50K-dev-93643-siren,FSD50K,dev,93643,93643.wav,1
train,siren__fsd50k__dev__93676__0176__r1.wav,siren,FSD50K-dev-93676-siren,FSD50K,dev,93676,93676.wav,1
train,siren__fsd50k__dev__98536__0177__r1.wav,siren,FSD50K-dev-98536-siren,FSD50K,dev,98536,98536.wav,1
train,siren__esc50__fold_1__31482__0178__r2.wav,siren,ESC50-1-1-31482-A-42.wav,ESC-50,fold_1,31482,1-31482-A-42.wav,2
train,siren__esc50__fold_1__31482__0179__r2.wav,siren,ESC50-1-1-31482-B-42.wav,ESC-50,fold_1,31482,1-31482-B-42.wav,2
train,siren__esc50__fold_1__54084__0180__r2.wav,siren,ESC50-1-1-54084-A-42.wav,ESC-50,fold_1,54084,1-54084-A-42.wav,2
train,siren__esc50__fold_1__76831__0181__r2.wav,siren,ESC50-1-1-76831-A-42.wav,ESC-50,fold_1,76831,1-76831-A-42.wav,2
train,siren__esc50__fold_1__76831__0182__r2.wav,siren,ESC50-1-1-76831-B-42.wav,ESC-50,fold_1,76831,1-76831-B-42.wav,2
train,siren__esc50__fold_1__76831__0183__r2.wav,siren,ESC50-1-1-76831-C-42.wav,ESC-50,fold_1,76831,1-76831-C-42.wav,2
train,siren__esc50__fold_1__76831__0184__r2.wav,siren,ESC50-1-1-76831-D-42.wav,ESC-50,fold_1,76831,1-76831-D-42.wav,2
train,siren__esc50__fold_1__76831__0185__r2.wav,siren,ESC50-1-1-76831-E-42.wav,ESC-50,fold_1,76831,1-76831-E-42.wav,2
train,siren__esc50__fold_2__43802__0186__r2.wav,siren,ESC50-2-2-43802-A-42.wav,ESC-50,fold_2,43802,2-43802-A-42.wav,2
train,siren__esc50__fold_2__43806__0187__r2.wav,siren,ESC50-2-2-43806-A-42.wav,ESC-50,fold_2,43806,2-43806-A-42.wav,2
train,siren__esc50__fold_2__70052__0188__r2.wav,siren,ESC50-2-2-70052-A-42.wav,ESC-50,fold_2,70052,2-70052-A-42.wav,2
train,siren__esc50__fold_2__70052__0189__r2.wav,siren,ESC50-2-2-70052-B-42.wav,ESC-50,fold_2,70052,2-70052-B-42.wav,2
train,siren__esc50__fold_2__70936__0190__r2.wav,siren,ESC50-2-2-70936-A-42.wav,ESC-50,fold_2,70936,2-70936-A-42.wav,2
train,siren__esc50__fold_2__70938__0191__r2.wav,siren,ESC50-2-2-70938-A-42.wav,ESC-50,fold_2,70938,2-70938-A-42.wav,2
train,chainsaw__esc50__fold_1__116765__0000__r0.wav,chainsaw,ESC50-1-1-116765-A-41.wav,ESC-50,fold_1,116765,1-116765-A-41.wav,0
train,chainsaw__esc50__fold_1__19898__0001__r0.wav,chainsaw,ESC50-1-1-19898-A-41.wav,ESC-50,fold_1,19898,1-19898-A-41.wav,0
train,chainsaw__esc50__fold_1__19898__0002__r0.wav,chainsaw,ESC50-1-1-19898-B-41.wav,ESC-50,fold_1,19898,1-19898-B-41.wav,0
train,chainsaw__esc50__fold_1__19898__0003__r0.wav,chainsaw,ESC50-1-1-19898-C-41.wav,ESC-50,fold_1,19898,1-19898-C-41.wav,0
train,chainsaw__esc50__fold_1__47250__0004__r0.wav,chainsaw,ESC50-1-1-47250-A-41.wav,ESC-50,fold_1,47250,1-47250-A-41.wav,0
train,chainsaw__esc50__fold_1__47250__0005__r0.wav,chainsaw,ESC50-1-1-47250-B-41.wav,ESC-50,fold_1,47250,1-47250-B-41.wav,0
train,chainsaw__esc50__fold_1__64398__0006__r0.wav,chainsaw,ESC50-1-1-64398-A-41.wav,ESC-50,fold_1,64398,1-64398-A-41.wav,0
train,chainsaw__esc50__fold_1__64398__0007__r0.wav,chainsaw,ESC50-1-1-64398-B-41.wav,ESC-50,fold_1,64398,1-64398-B-41.wav,0
train,chainsaw__esc50__fold_2__50667__0008__r0.wav,chainsaw,ESC50-2-2-50667-A-41.wav,ESC-50,fold_2,50667,2-50667-A-41.wav,0
train,chainsaw__esc50__fold_2__50667__0009__r0.wav,chainsaw,ESC50-2-2-50667-B-41.wav,ESC-50,fold_2,50667,2-50667-B-41.wav,0
