filename,category,source_dataset,source_id,source_group,source_filename,source_sha256,derived_sha256,variant_index,event_time_s,previous_event_time_s,event_detector,sample_rate_hz,duration_s,seed,transform_name,event_offset_s,source_left_padding_samples,source_right_padding_samples,boundary_policy,gain_db,speed_factor,highpass_hz,lowpass_hz,compression_drive,signal_to_noise_db,background_scale,background_file,background_category,background_source_group,limiter_gain,output_peak_dbfs,output_rms_dbfs
glass_breaking__esc50__fold_1__84536__0001__r0__aug4.wav,glass_breaking,ESC-50,84536,esc-50:84536,glass_breaking__esc50__fold_1__84536__0001__r0.wav,79efba4c0c54acadc88783e83b428fc9c430db94515b25339a6b5598e2ade0c0,ab5b5d9ccf0907f31a4e5cbf2033ccfc4743e15cb0169737f5601222f6ca7745,4,0.58619,0.58619,reviewed_shatter_tail_v2,44100,1.0,451,position_gain_repeat,0.278925,0,0,zero_pad_without_source_sample_loss,1.2323,1.0,,,1.0,,,,,,0.77336422,-1.0,-11.8966
glass_breaking__esc50__fold_1__84536__0001__r0__aug5.wav,glass_breaking,ESC-50,84536,esc-50:84536,glass_breaking__esc50__fold_1__84536__0001__r0.wav,79efba4c0c54acadc88783e83b428fc9c430db94515b25339a6b5598e2ade0c0,fbdc38e647fdc0df5602bd93e866d59a9cf58a7e3a331cc44386c784e8f2271c,5,0.58619,0.58619,reviewed_shatter_tail_v2,44100,1.0,451,position_gain_background_repeat,0.232423,0,0,zero_pad_without_source_sample_loss,2.0319,1.0,,,1.0,23.9662,22912.24029351,1-36400-A-23.wav,breathing,esc50:36400,0.70535262,-1.0,-11.8643
glass_breaking__esc50__fold_1__84704__0002__r0__aug0.wav,glass_breaking,ESC-50,84704,esc-50:84704,glass_breaking__esc50__fold_1__84704__0002__r0.wav,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15,b31273a59ef2b46759ec1c5388403d323ea8b7288a2058506a212a3db7bbd7e5,0,0.26941,0.092313,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_only,0.247998,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-17.3118
glass_breaking__esc50__fold_1__84704__0002__r0__aug1.wav,glass_breaking,ESC-50,84704,esc-50:84704,glass_breaking__esc50__fold_1__84704__0002__r0.wav,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15,f59dfd19727f3f4385289e8719d479963380f07dda25967ee08dfd33a7350a19,1,0.26941,0.092313,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain,0.255463,0,0,zero_pad_without_source_sample_loss,3.1892,1.0,,,1.0,,,,,,0.61736534,-1.0,-17.3124
glass_breaking__esc50__fold_1__84704__0002__r0__aug2.wav,glass_breaking,ESC-50,84704,esc-50:84704,glass_breaking__esc50__fold_1__84704__0002__r0.wav,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15,dfefff1e8c2b8a56ceb0f7b398402dba54fa2cc1f296e1e9831549a5a0787e5e,2,0.26941,0.092313,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background,0.223991,0,0,zero_pad_without_source_sample_loss,-3.5442,1.0,,,1.0,18.0736,1.14878437,1-57163-A-38.wav,clock_tick,esc50:57163,1.0,-2.793,-19.7863
glass_breaking__esc50__fold_1__84704__0002__r0__aug3.wav,glass_breaking,ESC-50,84704,esc-50:84704,glass_breaking__esc50__fold_1__84704__0002__r0.wav,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15,6aa61479309967a08f711f7332f983ae00e17ff3c0936e987b746ea18bd26cea,3,0.26941,0.092313,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_filter_background,0.112562,0,0,zero_pad_without_source_sample_loss,0.0775,1.0,192.834,7315.649,1.0,29.3957,0.06265238,1-84393-A-32.wav,keyboard_typing,esc50:84393,0.58980208,-1.0,-23.0218
glass_breaking__esc50__fold_1__84704__0002__r0__aug4.wav,glass_breaking,ESC-50,84704,esc-50:84704,glass_breaking__esc50__fold_1__84704__0002__r0.wav,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15,f0652499152a6c6dc2077fef517e6db6a67f2feca8645dec6b712e7fd824cdc2,4,0.26941,0.092313,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_repeat,0.319251,2198,0,zero_pad_without_source_sample_loss,0.2355,1.0,,,1.0,,,,,,0.86740925,-1.0,-17.3289
glass_breaking__esc50__fold_1__84704__0002__r0__aug5.wav,glass_breaking,ESC-50,84704,esc-50:84704,glass_breaking__esc50__fold_1__84704__0002__r0.wav,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15,aaf23852422ed4b50667eabdbea88878e298884a45c0549379315332916622f8,5,0.26941,0.092313,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background_repeat,0.268763,0,0,zero_pad_without_source_sample_loss,3.8226,1.0,,,1.0,26.321,0.07860126,1-21896-A-35.wav,washing_machine,esc50:21896,0.56485483,-1.0,-17.4303
glass_breaking__esc50__fold_1__84705__0003__r0__aug0.wav,glass_breaking,ESC-50,84705,esc-50:84705,glass_breaking__esc50__fold_1__84705__0003__r0.wav,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336,36cd0d90fdbb15863a36d85a8714cf1e6a88da5ddda75168de67eea394338583,0,0.012494,0.212041,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_only,0.154964,6283,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-16.5274
glass_breaking__esc50__fold_1__84705__0003__r0__aug1.wav,glass_breaking,ESC-50,84705,esc-50:84705,glass_breaking__esc50__fold_1__84705__0003__r0.wav,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336,f913be262366fce9967fbaf3712bb1dfaa7bf9e920fb8a60665bcd0c40cba0fd,1,0.012494,0.212041,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain,0.124304,4931,0,zero_pad_without_source_sample_loss,3.6093,1.0,,,1.0,,,,,,0.58821387,-1.0,-16.5274
glass_breaking__esc50__fold_1__84705__0003__r0__aug2.wav,glass_breaking,ESC-50,84705,esc-50:84705,glass_breaking__esc50__fold_1__84705__0003__r0.wav,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336,4641aa6893adc56a79dbe502d2a4e67e2f41e890935fbf2a6b410db6e10d6d00,2,0.012494,0.212041,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background,0.262097,11007,0,zero_pad_without_source_sample_loss,3.9541,1.0,,,1.0,26.9974,0.13829903,3-144128-A-23.wav,breathing,esc50:144128,0.54527598,-1.0,-16.8302
glass_breaking__esc50__fold_1__84705__0003__r0__aug3.wav,glass_breaking,ESC-50,84705,esc-50:84705,glass_breaking__esc50__fold_1__84705__0003__r0.wav,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336,5e9094cad7fd00a587c9a0c7c465a80de151713a6afe6658f0e574f3febd06af,3,0.012494,0.212041,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_filter_background,0.226538,9439,0,zero_pad_without_source_sample_loss,-2.3787,1.0,208.203,7297.409,1.0,20.5241,0.05481198,2-102567-D-35.wav,washing_machine,esc50:102567,0.76642578,-1.0,-21.6132
glass_breaking__esc50__fold_1__84705__0003__r0__aug4.wav,glass_breaking,ESC-50,84705,esc-50:84705,glass_breaking__esc50__fold_1__84705__0003__r0.wav,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336,f59c1ab5a42aa227f21aeb14ed0fc9bc540b05772f760a42ce12bfc2121ee9b8,4,0.012494,0.212041,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_repeat,0.290157,12245,0,zero_pad_without_source_sample_loss,-3.9836,1.0,,,1.0,,,,,,1.0,-3.9836,-19.5111
glass_breaking__esc50__fold_1__84705__0003__r0__aug5.wav,glass_breaking,ESC-50,84705,esc-50:84705,glass_breaking__esc50__fold_1__84705__0003__r0.wav,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336,1bae7b2bf6146d45dd9d0ea9d079845b89c2b7a677769a7d0309608b60be53d3,5,0.012494,0.212041,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background_repeat,0.290722,12270,0,zero_pad_without_source_sample_loss,2.1627,1.0,,,1.0,19.3114,0.17490203,2-59241-A-35.wav,washing_machine,esc50:59241,0.66591279,-1.0,-16.8485
glass_breaking__esc50__fold_1__85168__0004__r0__aug0.wav,glass_breaking,ESC-50,85168,esc-50:85168,glass_breaking__esc50__fold_1__85168__0004__r0.wav,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5,a81aabf1a6d7845c815e58c45d4ec86c2515a1c16cdb8eee51f74c072ad0f733,0,0.024966,0.705918,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_only,0.291017,11733,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-15.2576
glass_breaking__esc50__fold_1__85168__0004__r0__aug1.wav,glass_breaking,ESC-50,85168,esc-50:85168,glass_breaking__esc50__fold_1__85168__0004__r0.wav,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5,3980342c65da613ae10959baf7d2524c7be472ab7af8299743153fee58da152b,1,0.024966,0.705918,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain,0.175676,6646,0,zero_pad_without_source_sample_loss,4.7273,1.0,,,1.0,,,,,,0.51717486,-1.0,-15.2316
glass_breaking__esc50__fold_1__85168__0004__r0__aug2.wav,glass_breaking,ESC-50,85168,esc-50:85168,glass_breaking__esc50__fold_1__85168__0004__r0.wav,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5,680b134735186ec0fa7fc091d2780e7fc1a2b98c298c23611a6c372f6bcd6948,2,0.024966,0.705918,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background,0.298018,12042,0,zero_pad_without_source_sample_loss,0.1255,1.0,,,1.0,25.1454,0.35377954,2-102567-B-35.wav,washing_machine,esc50:102567,0.8508091,-1.0,-15.5262
glass_breaking__esc50__fold_1__85168__0004__r0__aug3.wav,glass_breaking,ESC-50,85168,esc-50:85168,glass_breaking__esc50__fold_1__85168__0004__r0.wav,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5,f6ddd414906970fdb69ad9770b647e74c2e177845d02fa310bdb0cc23d082b68,3,0.024966,0.705918,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_filter_background,0.220994,8645,0,zero_pad_without_source_sample_loss,0.1674,1.0,219.073,7046.187,1.0,21.6932,0.72801186,1-57163-A-38.wav,clock_tick,esc50:57163,0.69402412,-1.0,-22.189
glass_breaking__esc50__fold_1__85168__0004__r0__aug4.wav,glass_breaking,ESC-50,85168,esc-50:85168,glass_breaking__esc50__fold_1__85168__0004__r0.wav,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5,712da53bd765e1630b58dbb6c82599447e66da67a5c21469702acb39e2af6157,4,0.024966,0.705918,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_repeat,0.141369,5133,0,zero_pad_without_source_sample_loss,2.7591,1.0,,,1.0,,,,,,0.64870273,-1.0,-15.231
glass_breaking__esc50__fold_1__85168__0004__r0__aug5.wav,glass_breaking,ESC-50,85168,esc-50:85168,glass_breaking__esc50__fold_1__85168__0004__r0.wav,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5,527a4ba26f83ff44f872b32ff9aa243bfa4cff61acb1a3fa2a3ae39bde219ffb,5,0.024966,0.705918,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background_repeat,0.220732,8633,0,zero_pad_without_source_sample_loss,0.3289,1.0,,,1.0,20.8403,0.9241109,2-99795-A-32.wav,keyboard_typing,esc50:99795,0.8486876,-1.0,-15.2896
glass_breaking__esc50__fold_1__85184__0005__r0__aug0.wav,glass_breaking,ESC-50,85184,esc-50:85184,glass_breaking__esc50__fold_1__85184__0005__r0.wav,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837,444a2caa7b4c5fbd40948fee3051d18891d6403583c5ddbc6ff61fc84d4f9452,0,0.017483,0.461474,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_only,0.309152,12863,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-15.6945
glass_breaking__esc50__fold_1__85184__0005__r0__aug1.wav,glass_breaking,ESC-50,85184,esc-50:85184,glass_breaking__esc50__fold_1__85184__0005__r0.wav,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837,6a65fa6320bfc92cdb52f16aa42d3f3e4a6cca508ccdd8c6892a0ce86dea4152,1,0.017483,0.461474,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain,0.251806,10334,0,zero_pad_without_source_sample_loss,2.0222,1.0,,,1.0,,,,,,0.7061386,-1.0,-15.6945
glass_breaking__esc50__fold_1__85184__0005__r0__aug2.wav,glass_breaking,ESC-50,85184,esc-50:85184,glass_breaking__esc50__fold_1__85184__0005__r0.wav,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837,3a89452253b1fc395dad82f3d7b7da86056b45bf52d5934b0465fe38231d18ad,2,0.017483,0.461474,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background,0.1696,6708,0,zero_pad_without_source_sample_loss,-2.3073,1.0,,,1.0,21.7195,1.18802544,3-143933-A-38.wav,clock_tick,esc50:143933,1.0,-1.8585,-16.9724
glass_breaking__esc50__fold_1__85184__0005__r0__aug3.wav,glass_breaking,ESC-50,85184,esc-50:85184,glass_breaking__esc50__fold_1__85184__0005__r0.wav,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837,035b29853f0f837edd7e4f95a12589a94be34d4da25b031908a6744690f88d38,3,0.017483,0.461474,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_filter_background,0.177177,7043,0,zero_pad_without_source_sample_loss,-0.7332,1.0,148.29,8039.42,1.0,21.9571,0.03943898,1-23996-B-35.wav,washing_machine,esc50:23996,0.90414069,-1.0,-19.9673
glass_breaking__esc50__fold_1__85184__0005__r0__aug4.wav,glass_breaking,ESC-50,85184,esc-50:85184,glass_breaking__esc50__fold_1__85184__0005__r0.wav,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837,37f98d2f5d8c9624f97af1c50301490f671c00407f53f2d75b33df5617d305a2,4,0.017483,0.461474,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_repeat,0.208964,8444,0,zero_pad_without_source_sample_loss,-3.2035,1.0,,,1.0,,,,,,1.0,-3.2035,-17.8979
glass_breaking__esc50__fold_1__85184__0005__r0__aug5.wav,glass_breaking,ESC-50,85184,esc-50:85184,glass_breaking__esc50__fold_1__85184__0005__r0.wav,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837,7e4af6f4216340a5991ab6bbd067454c17173dcd9b15879d663887235029a364,5,0.017483,0.461474,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background_repeat,0.197406,7935,0,zero_pad_without_source_sample_loss,0.8878,1.0,,,1.0,28.7137,0.43887989,2-109316-A-32.wav,keyboard_typing,esc50:109316,0.78364482,-1.0,-15.9168
glass_breaking__esc50__fold_1__88807__0006__r0__aug0.wav,glass_breaking,ESC-50,88807,esc-50:88807,glass_breaking__esc50__fold_1__88807__0006__r0.wav,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191,f0eabd474b068b9c99fd64ffade0950019c51be7dfbf612ce5051150f8129f39,0,0.892993,2.032902,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_only,0.175538,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-2.4861,-29.1121
glass_breaking__esc50__fold_1__88807__0006__r0__aug1.wav,glass_breaking,ESC-50,88807,esc-50:88807,glass_breaking__esc50__fold_1__88807__0006__r0.wav,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191,aa526a09707c27d9b14aedc27fb909dac7e55f537020ccc20e93ba48a12df75f,1,0.892993,2.032902,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain,0.120195,0,0,zero_pad_without_source_sample_loss,4.7451,1.0,,,1.0,,,,,,0.68714727,-1.0,-27.7432
glass_breaking__esc50__fold_1__88807__0006__r0__aug2.wav,glass_breaking,ESC-50,88807,esc-50:88807,glass_breaking__esc50__fold_1__88807__0006__r0.wav,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191,72ddf90ce9156bdec76f9459111ac5201920764bd70b3366188da65a443701b9,2,0.892993,2.032902,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background,0.318227,0,0,zero_pad_without_source_sample_loss,-1.3095,1.0,,,1.0,18.8611,0.19600514,1-36400-A-23.wav,breathing,esc50:36400,1.0,-3.8893,-29.9768
glass_breaking__esc50__fold_1__88807__0006__r0__aug3.wav,glass_breaking,ESC-50,88807,esc-50:88807,glass_breaking__esc50__fold_1__88807__0006__r0.wav,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191,b5aed5bdf7c8f719bc9ef14d8949712a90c6a31bba2f1b8d928a6e0cce7e417e,3,0.892993,2.032902,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_filter_background,0.260167,0,0,zero_pad_without_source_sample_loss,0.6505,1.0,171.5,7224.515,1.0,20.7348,0.01183188,1-30709-C-23.wav,breathing,esc50:30709,1.0,-10.0279,-33.7929
glass_breaking__esc50__fold_1__88807__0006__r0__aug4.wav,glass_breaking,ESC-50,88807,esc-50:88807,glass_breaking__esc50__fold_1__88807__0006__r0.wav,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191,8a58ecace4d62f1c21a69be64cb8fa26d0ecef6000e0d03372e02c2de85e166f,4,0.892993,2.032902,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_repeat,0.220927,0,0,zero_pad_without_source_sample_loss,-1.8755,1.0,,,1.0,,,,,,1.0,-4.3616,-30.911
glass_breaking__esc50__fold_1__88807__0006__r0__aug5.wav,glass_breaking,ESC-50,88807,esc-50:88807,glass_breaking__esc50__fold_1__88807__0006__r0.wav,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191,dfc5390700d20632295451b0ecdb7f8e159cefbba4c10022c6c937b59883a0bd,5,0.892993,2.032902,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background_repeat,0.127543,0,0,zero_pad_without_source_sample_loss,1.8255,1.0,,,1.0,19.8151,0.57291847,1-62849-A-38.wav,clock_tick,esc50:62849,0.96166059,-1.0,-27.6988
glass_breaking__esc50__fold_1__977__0007__r0__aug0.wav,glass_breaking,ESC-50,977,esc-50:977,glass_breaking__esc50__fold_1__977__0007__r0.wav,67c88e07db9e2dd7a7551f0c5b99da315ce7df041f83ed57b479d8fda8fbfe27,54616171b43d2e09f9e65639c96c60618e7a9ec848d1154e4e9b93853e5933f3,0,0.01,0.536304,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_only,0.199581,8361,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89537697,-1.0,-24.746
glass_breaking__esc50__fold_1__977__0007__r0__aug1.wav,glass_breaking,ESC-50,977,esc-50:977,glass_breaking__esc50__fold_1__977__0007__r0.wav,67c88e07db9e2dd7a7551f0c5b99da315ce7df041f83ed57b479d8fda8fbfe27,1de3e976646a969c15bd92c62d7b624f123a466488ef2136f0ea68afe70e7848,1,0.01,0.536304,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain,0.319313,13641,0,zero_pad_without_source_sample_loss,-1.1276,1.0,,,1.0,,,,,,1.0,-1.1677,-24.9139
glass_breaking__esc50__fold_1__977__0007__r0__aug2.wav,glass_breaking,ESC-50,977,esc-50:977,glass_breaking__esc50__fold_1__977__0007__r0.wav,67c88e07db9e2dd7a7551f0c5b99da315ce7df041f83ed57b479d8fda8fbfe27,14e638c47ef88a5b1c013d14c8a65ff5d58a54c19c6eaa3a1b2a1ba5eada773a,2,0.01,0.536304,shatter_tail_with_18db_energy_fallback_v3,44100,1.0,451,position_gain_background,0.173869,7227,0,zero_pad_without_source_sample_loss,-1.4047,1.0,,,1.0,24.4607,0.02454412,1-84393-A-32.wav,keyboard_typing,esc50:84393,1.0,-1.4675,-25.1677
