filename,fold,target,category,esc10,src_file,take
2-87799-A-24.wav,2,24,coughing,False,87799,A
2-98676-A-24.wav,2,24,coughing,False,98676,A
3-125418-A-24.wav,3,24,coughing,False,125418,A
3-132601-A-24.wav,3,24,coughing,False,132601,A
3-142604-A-24.wav,3,24,coughing,False,142604,A
3-145487-A-24.wav,3,24,coughing,False,145487,A
3-146873-A-24.wav,3,24,coughing,False,146873,A
3-149042-A-24.wav,3,24,coughing,False,149042,A
3-151212-A-24.wav,3,24,coughing,False,151212,A
3-151213-A-24.wav,3,24,coughing,False,151213,A
1-17150-A-12.wav,1,12,crackling_fire,True,17150,A
1-17565-A-12.wav,1,12,crackling_fire,True,17565,A
1-17742-A-12.wav,1,12,crackling_fire,True,17742,A
1-17808-A-12.wav,1,12,crackling_fire,True,17808,A
1-17808-B-12.wav,1,12,crackling_fire,True,17808,B
1-4211-A-12.wav,1,12,crackling_fire,True,4211,A
1-46272-A-12.wav,1,12,crackling_fire,True,46272,A
1-7057-A-12.wav,1,12,crackling_fire,True,7057,A
2-18766-A-12.wav,2,12,crackling_fire,True,18766,A
2-18766-B-12.wav,2,12,crackling_fire,True,18766,B
2-28314-A-12.wav,2,12,crackling_fire,True,28314,A
2-28314-B-12.wav,2,12,crackling_fire,True,28314,B
2-30322-A-12.wav,2,12,crackling_fire,True,30322,A
2-30322-B-12.wav,2,12,crackling_fire,True,30322,B
2-61311-A-12.wav,2,12,crackling_fire,True,61311,A
2-65747-A-12.wav,2,12,crackling_fire,True,65747,A
3-104632-A-12.wav,3,12,crackling_fire,True,104632,A
3-104958-A-12.wav,3,12,crackling_fire,True,104958,A
3-120644-A-12.wav,3,12,crackling_fire,True,120644,A
3-145774-A-12.wav,3,12,crackling_fire,True,145774,A
3-147965-A-12.wav,3,12,crackling_fire,True,147965,A
3-157187-A-12.wav,3,12,crackling_fire,True,157187,A
3-158476-A-12.wav,3,12,crackling_fire,True,158476,A
3-65748-A-12.wav,3,12,crackling_fire,True,65748,A
1-187207-A-20.wav,1,20,crying_baby,True,187207,A
1-211527-A-20.wav,1,20,crying_baby,True,211527,A
1-211527-B-20.wav,1,20,crying_baby,True,211527,B
1-211527-C-20.wav,1,20,crying_baby,True,211527,C
1-22694-A-20.wav,1,20,crying_baby,True,22694,A
1-22694-B-20.wav,1,20,crying_baby,True,22694,B
1-60997-A-20.wav,1,20,crying_baby,True,60997,A
1-60997-B-20.wav,1,20,crying_baby,True,60997,B
2-107351-A-20.wav,2,20,crying_baby,True,107351,A
2-107351-B-20.wav,2,20,crying_baby,True,107351,B
2-151079-A-20.wav,2,20,crying_baby,True,151079,A
2-50665-A-20.wav,2,20,crying_baby,True,50665,A
2-50666-A-20.wav,2,20,crying_baby,True,50666,A
2-66637-A-20.wav,2,20,crying_baby,True,66637,A
2-66637-B-20.wav,2,20,crying_baby,True,66637,B
2-80482-A-20.wav,2,20,crying_baby,True,80482,A
3-151080-A-20.wav,3,20,crying_baby,True,151080,A
3-151081-A-20.wav,3,20,crying_baby,True,151081,A
3-151081-B-20.wav,3,20,crying_baby,True,151081,B
3-152007-A-20.wav,3,20,crying_baby,True,152007,A
3-152007-B-20.wav,3,20,crying_baby,True,152007,B
3-152007-C-20.wav,3,20,crying_baby,True,152007,C
3-152007-D-20.wav,3,20,crying_baby,True,152007,D
3-152007-E-20.wav,3,20,crying_baby,True,152007,E
1-100032-A-0.wav,1,0,dog,True,100032,A
1-110389-A-0.wav,1,0,dog,True,110389,A
1-30226-A-0.wav,1,0,dog,True,30226,A
1-30344-A-0.wav,1,0,dog,True,30344,A
1-32318-A-0.wav,1,0,dog,True,32318,A
1-59513-A-0.wav,1,0,dog,True,59513,A
1-85362-A-0.wav,1,0,dog,True,85362,A
1-97392-A-0.wav,1,0,dog,True,97392,A
2-114280-A-0.wav,2,0,dog,True,114280,A
2-114587-A-0.wav,2,0,dog,True,114587,A
2-116400-A-0.wav,2,0,dog,True,116400,A
2-117271-A-0.wav,2,0,dog,True,117271,A
2-118072-A-0.wav,2,0,dog,True,118072,A
2-118964-A-0.wav,2,0,dog,True,118964,A
2-122104-A-0.wav,2,0,dog,True,122104,A
2-122104-B-0.wav,2,0,dog,True,122104,B
3-136288-A-0.wav,3,0,dog,True,136288,A
3-144028-A-0.wav,3,0,dog,True,144028,A
3-155312-A-0.wav,3,0,dog,True,155312,A
3-157695-A-0.wav,3,0,dog,True,157695,A
3-163459-A-0.wav,3,0,dog,True,163459,A
3-170015-A-0.wav,3,0,dog,True,170015,A
3-180256-A-0.wav,3,0,dog,True,180256,A
3-180977-A-0.wav,3,0,dog,True,180977,A
1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A
1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A
1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A
1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A
1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A
1-81001-A-30.wav,1,30,door_wood_knock,False,81001,A
1-81001-B-30.wav,1,30,door_wood_knock,False,81001,B
1-82817-A-30.wav,1,30,door_wood_knock,False,82817,A
2-114254-A-30.wav,2,30,door_wood_knock,False,114254,A
2-118624-A-30.wav,2,30,door_wood_knock,False,118624,A
2-118625-A-30.wav,2,30,door_wood_knock,False,118625,A
2-120218-A-30.wav,2,30,door_wood_knock,False,120218,A
2-120218-B-30.wav,2,30,door_wood_knock,False,120218,B
2-133889-A-30.wav,2,30,door_wood_knock,False,133889,A
2-134915-A-30.wav,2,30,door_wood_knock,False,134915,A
2-140841-A-30.wav,2,30,door_wood_knock,False,140841,A
3-144510-A-30.wav,3,30,door_wood_knock,False,144510,A
3-151089-A-30.wav,3,30,door_wood_knock,False,151089,A
3-152594-A-30.wav,3,30,door_wood_knock,False,152594,A
3-154378-A-30.wav,3,30,door_wood_knock,False,154378,A
3-170574-A-30.wav,3,30,door_wood_knock,False,170574,A
3-180147-A-30.wav,3,30,door_wood_knock,False,180147,A
3-182023-A-30.wav,3,30,door_wood_knock,False,182023,A
3-182025-A-30.wav,3,30,door_wood_knock,False,182025,A
1-155858-A-25.wav,1,25,footsteps,False,155858,A
1-155858-B-25.wav,1,25,footsteps,False,155858,B
1-155858-C-25.wav,1,25,footsteps,False,155858,C
1-155858-D-25.wav,1,25,footsteps,False,155858,D
1-155858-E-25.wav,1,25,footsteps,False,155858,E
1-155858-F-25.wav,1,25,footsteps,False,155858,F
1-223162-A-25.wav,1,25,footsteps,False,223162,A
1-51147-A-25.wav,1,25,footsteps,False,51147,A
2-209471-A-25.wav,2,25,footsteps,False,209471,A
2-209472-A-25.wav,2,25,footsteps,False,209472,A
2-209473-A-25.wav,2,25,footsteps,False,209473,A
2-209474-A-25.wav,2,25,footsteps,False,209474,A
2-209475-A-25.wav,2,25,footsteps,False,209475,A
2-209476-A-25.wav,2,25,footsteps,False,209476,A
2-209477-A-25.wav,2,25,footsteps,False,209477,A
2-209478-A-25.wav,2,25,footsteps,False,209478,A
3-103597-A-25.wav,3,25,footsteps,False,103597,A
3-103598-A-25.wav,3,25,footsteps,False,103598,A
3-103599-A-25.wav,3,25,footsteps,False,103599,A
3-103599-B-25.wav,3,25,footsteps,False,103599,B
3-249913-A-25.wav,3,25,footsteps,False,249913,A
3-94342-A-25.wav,3,25,footsteps,False,94342,A
3-94343-A-25.wav,3,25,footsteps,False,94343,A
3-94344-A-25.wav,3,25,footsteps,False,94344,A
1-20133-A-39.wav,1,39,glass_breaking,False,20133,A
1-84536-A-39.wav,1,39,glass_breaking,False,84536,A
1-84704-A-39.wav,1,39,glass_breaking,False,84704,A
1-84705-A-39.wav,1,39,glass_breaking,False,84705,A
1-85168-A-39.wav,1,39,glass_breaking,False,85168,A
1-85184-A-39.wav,1,39,glass_breaking,False,85184,A
1-88807-A-39.wav,1,39,glass_breaking,False,88807,A
1-977-A-39.wav,1,39,glass_breaking,False,977,A
2-106881-A-39.wav,2,39,glass_breaking,False,106881,A
2-112213-A-39.wav,2,39,glass_breaking,False,112213,A
2-112213-B-39.wav,2,39,glass_breaking,False,112213,B
2-141563-A-39.wav,2,39,glass_breaking,False,141563,A
2-173559-A-39.wav,2,39,glass_breaking,False,173559,A
2-173607-A-39.wav,2,39,glass_breaking,False,173607,A
2-173618-A-39.wav,2,39,glass_breaking,False,173618,A
2-250710-A-39.wav,2,39,glass_breaking,False,250710,A
3-203371-A-39.wav,3,39,glass_breaking,False,203371,A
3-203373-A-39.wav,3,39,glass_breaking,False,203373,A
3-203374-A-39.wav,3,39,glass_breaking,False,203374,A
3-203375-A-39.wav,3,39,glass_breaking,False,203375,A
3-203377-A-39.wav,3,39,glass_breaking,False,203377,A
3-216280-A-39.wav,3,39,glass_breaking,False,216280,A
3-216281-A-39.wav,3,39,glass_breaking,False,216281,A
3-216284-A-39.wav,3,39,glass_breaking,False,216284,A
1-31482-A-42.wav,1,42,siren,False,31482,A
1-31482-B-42.wav,1,42,siren,False,31482,B
1-54084-A-42.wav,1,42,siren,False,54084,A
1-76831-A-42.wav,1,42,siren,False,76831,A
1-76831-B-42.wav,1,42,siren,False,76831,B
1-76831-C-42.wav,1,42,siren,False,76831,C
1-76831-D-42.wav,1,42,siren,False,76831,D
1-76831-E-42.wav,1,42,siren,False,76831,E
2-43802-A-42.wav,2,42,siren,False,43802,A
2-43806-A-42.wav,2,42,siren,False,43806,A
2-70052-A-42.wav,2,42,siren,False,70052,A
2-70052-B-42.wav,2,42,siren,False,70052,B
2-70936-A-42.wav,2,42,siren,False,70936,A
2-70938-A-42.wav,2,42,siren,False,70938,A
2-70939-A-42.wav,2,42,siren,False,70939,A
2-72688-A-42.wav,2,42,siren,False,72688,A
3-51376-A-42.wav,3,42,siren,False,51376,A
3-51731-A-42.wav,3,42,siren,False,51731,A
3-51731-B-42.wav,3,42,siren,False,51731,B
3-51909-A-42.wav,3,42,siren,False,51909,A
3-51909-B-42.wav,3,42,siren,False,51909,B
3-58772-A-42.wav,3,42,siren,False,58772,A
3-62878-A-42.wav,3,42,siren,False,62878,A
3-62878-B-42.wav,3,42,siren,False,62878,B
