dataset_role,filename,category,source_dataset,source_partition,source_id,source_group,source_filename,source_duration_s,sample_rate_hz,event_time_s,window_duration_s,event_offset_s,peak_score,peak_prominence,peak_frame_rms_dbfs,recording_max_frame_rms_dbfs,left_padding_samples,right_padding_samples,source_sha256,derived_sha256,algorithm_version,seed,amplitude_policy
train,glass_breaking__esc50__fold_2__112213__0010__r0.wav,glass_breaking,ESC-50,fold_2,112213,esc-50:112213,2-112213-B-39.wav,5.0,44100,2.541746,1.0,0.302404,8.1284,21.697525,-17.8842,-9.5978,0,0,d1d705535a4506b6e7f94c8ebff688bc0aa8bc115b42e8daf13542bec4f90ac7,cc4d18524e93e054f72d5fcdae260b589e944f556cd0e19c3ec552228dce8070,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__141563__0011__r0.wav,glass_breaking,ESC-50,fold_2,141563,esc-50:141563,2-141563-A-39.wav,5.0,44100,0.192086,1.0,0.25068,5.924917,5924917390.614289,-41.8615,-17.9869,2584,0,3ef4dae6a116b3d18a0f9f18d4373f0247debb168b0718eee89c0a30a38890c7,9a20c0fe457966a9f43d1b7f985c45c67657abf888278bd4fbd500386b0c5c91,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__173559__0012__r0.wav,glass_breaking,ESC-50,fold_2,173559,esc-50:173559,2-173559-A-39.wav,5.0,44100,2.576667,1.0,0.269524,7.363328,34.46609,-40.616,-5.9893,0,0,e60d74d17651551cb82e4fd8a542ceae3f278da1a6b4393fe9e704c786ff4125,e7f1772c2ae515e785a6b23688b8a9f604c680d3cf379d76573454e0797ff89c,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__173607__0013__r0.wav,glass_breaking,ESC-50,fold_2,173607,esc-50:173607,2-173607-A-39.wav,5.0,44100,0.02746,1.0,0.416961,8.067775,25.193242,-11.1218,-6.0897,17177,0,55cc07864f3f8195e51bbdf10fda1601df6b5ff0d5f486a356d79b60c0beb3d6,6e6b3a5c5c1d662228075d955108d46ace70ad8950ba553df19c1003799509e7,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__173618__0014__r0.wav,glass_breaking,ESC-50,fold_2,173618,esc-50:173618,2-173618-A-39.wav,5.0,44100,0.022472,1.0,0.305556,8.145338,38.161092,-9.7645,-5.5254,12484,0,9170ecdc0903514ded47782447d6f0828d752ebc9765fa0cb257f869529dd830,3f634fdfb93326d3f0c986b6a85a9f07d189e4bcff7d6d0f6396355ac3ac418b,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__250710__0015__r0.wav,glass_breaking,ESC-50,fold_2,250710,esc-50:250710,2-250710-A-39.wav,5.0,44100,1.030181,1.0,0.387188,5.180351,66.024915,-16.1539,-9.5901,0,0,ca0b7286ded500bd1f1928ef96ad5c35704bec66a790181afeb17ec7d995dbac,357d1fe747e54e9f121f8a2b467ab2733de5f1c2415363289bd7c75a1632f2c7,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203371__0016__r0.wav,glass_breaking,ESC-50,fold_3,203371,esc-50:203371,3-203371-A-39.wav,5.0,44100,0.022472,1.0,0.248617,5.742701,5742701139.735462,-10.4631,-5.5071,9973,0,60a600ff3e1ac00b41c60b0e3979ee8b1b46ebfcbc370523389094e4fbda415b,2587979e978efe192324c359957fb8676271cac8fc351ac36b429c21b85f88ef,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203373__0017__r0.wav,glass_breaking,ESC-50,fold_3,203373,esc-50:203373,3-203373-A-39.wav,5.0,44100,0.261927,1.0,0.36746,6.07423,6074229638.486426,-15.0677,-5.6326,4654,0,beb0605537f3fe20e98b54f19f20842d92b7a95f9408dee41e620a8955b33111,cb6fc2011e20dfc06a7625219c296c7472bc00a4b51dcc6b0fd38b59c9b89c52,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203374__0018__r0.wav,glass_breaking,ESC-50,fold_3,203374,esc-50:203374,3-203374-A-39.wav,5.0,44100,0.466463,1.0,0.387574,6.416506,6416506376.880013,-14.3379,-6.1665,0,0,d2d0b97a0ad01b927a83605cd4e5cc988c4b868e1e01a4fa874563c038e16473,6689909f0032bc0841c152b5f2ae35da79d68167c86f98cc0ae6c292a1327196,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203375__0019__r0.wav,glass_breaking,ESC-50,fold_3,203375,esc-50:203375,3-203375-A-39.wav,5.0,44100,1.045147,1.0,0.187234,5.013835,5013834750.684324,-48.7838,-5.5902,0,0,b6a987feb4855cf91f55498dcc04bee4fd0f8ed06290d451ce37a07fff230feb,babf432bfc766a3ed315b742bbac6ff4e9f8b901ac243e2ccac7b1385cf0ec80,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203377__0020__r0.wav,glass_breaking,ESC-50,fold_3,203377,esc-50:203377,3-203377-A-39.wav,5.0,44100,0.391633,1.0,0.371973,6.230594,6230594268.998051,-14.7901,-6.5685,0,0,66c6c338f75f509754b454cedae44597f70c97a44f79a3079da0183a63e34562,2d0123ae77656bbbd81ca2825785d3c7588fa43305ea094283ab104bad1735d2,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__216280__0021__r0.wav,glass_breaking,ESC-50,fold_3,216280,esc-50:216280,3-216280-A-39.wav,5.0,44100,0.301837,1.0,0.306122,6.129596,6129596030.343699,-26.2,-13.5727,189,0,2ff2076e898eb818ee6ce5edb615126500b72f6c2fb525ea6bd411d73f8ca580,eea179846e73396ff80495b21c480bc99ac0d372997d411c59d325de2b814c12,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__216281__0022__r0.wav,glass_breaking,ESC-50,fold_3,216281,esc-50:216281,3-216281-A-39.wav,5.0,44100,0.66102,1.0,0.368889,6.601906,6601906405.411421,-53.7299,-8.867,0,0,6f0ae114a872f560946a6a45d474f2b9e0664325ac5b236bc396723ecfbcb5ff,9cc699bb492f42048b5fc53d7d98f5ace5cc4445210249e59822800c11314cb6,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__216284__0023__r0.wav,glass_breaking,ESC-50,fold_3,216284,esc-50:216284,3-216284-A-39.wav,5.0,44100,0.740839,1.0,0.242766,6.450568,6450567780.685358,-56.3424,-11.5291,0,0,b494fb47b9afd88715976c1476e6115024b8869681a293ea761fea72a03abf3e,6fd0036749360bdb8fd697a2739b774e02f744e64ffd8a8738ea6599583bf488,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__100733__0024__r0.wav,glass_breaking,FSD50K,dev,100733,freesound:100733,100733.wav,2.103265,44100,1.479161,1.0,0.401383,5.582963,6.234594,-71.3786,-32.3415,0,0,dad2386ceaaf54e5d7100b580afc80806086bdb16fcb246595bd68372f0ad193,cc289f0c3ad46776b065f0844b22e434621faceee5586cd1d3f4ecf1dd220201,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__100738__0025__r0.wav,glass_breaking,FSD50K,dev,100738,freesound:100738,100738.wav,0.37,44100,0.10229,1.0,0.369116,4.110849,16.382853,-45.7018,-15.9816,11767,16016,6f053d4eb6bd2b56a99436420d3cabc57cf5b3e57db57c786577b8273d3dec51,98064593fd35b0d76875f70d18a28cb28c649179f20a489d0f518b8aa063843d,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__104670__0026__r0.wav,glass_breaking,FSD50K,dev,104670,freesound:104670,104670.wav,23.983152,44100,7.360794,1.0,0.438435,5.977543,83.965601,-56.4341,-13.9627,0,0,4b29dc413e31e0315f6a90749595a9e941fe70cb244b6e5e72ce8f5b7715ee89,e2ec493d60462014f1a90c63641470eb1eed4f517ff3d49049bae10a337cb69f,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__104815__0027__r0.wav,glass_breaking,FSD50K,dev,104815,freesound:104815,104815.wav,1.079728,44100,0.217029,1.0,0.2422,3.871299,45.479277,-28.5251,-19.2855,1110,0,29118eb21da1149afc022f0e2d3abc896688f862638140992a5ea23098b88620,3d354c538cd322fd1c036ca6da52cc6a3ab205efc4f4ee6bc476a0efbc95e08a,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__108408__0028__r0.wav,glass_breaking,FSD50K,dev,108408,freesound:108408,108408.wav,9.984014,44100,0.092313,1.0,0.396871,10.0,130.189275,-19.1862,-9.9963,13431,0,781b7c1a1485f7e10e55000cbccd313465c87291246a2a8b83d628e10d16db1e,36ef975af68a13fe17a51641da2211690a800fe81a5101582cb89005cc467606,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__110459__0029__r0.wav,glass_breaking,FSD50K,dev,110459,freesound:110459,110459.wav,20.201451,44100,4.322698,1.0,0.195578,9.288696,189.101022,-24.3541,-15.6366,0,0,9318527368caabcf0640d3bdd1bf6e4023a82c977d100947c3ff2646feb42100,8ae3b862e654fb9eb1fad242d7a2c4cb2221a4097199a953569c3148092f2845,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__112546__0030__r0.wav,glass_breaking,FSD50K,dev,112546,freesound:112546,112546.wav,3.839637,44100,3.105465,1.0,0.266984,5.852636,36.645709,-7.6844,-4.4068,0,0,82c1f0d97150b60b2e1b8b9ee081193eb0bf1ddc2932a9d76d42ad6d3483205a,3fc4ececa1b4ab5a1ad1d172f2ed2ab13184e39ef1a40f714c14a983b10cea61,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__113777__0031__r0.wav,glass_breaking,FSD50K,dev,113777,freesound:113777,113777.wav,14.0,44100,8.573039,1.0,0.276145,6.700063,33.840369,-31.3295,-11.9567,0,0,7bf2174f6b2b37812a5040f07cce523c2f97c88159075cd5eedfea63ce8af5bf,788b201eab2a015f0fba45246b74541b64c688351b9117bb4fafde79e0a1c0c5,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__114193__0032__r0.wav,glass_breaking,FSD50K,dev,114193,freesound:114193,114193.wav,0.361905,44100,0.022472,1.0,0.421247,5.194531,15.663378,-15.0691,-14.1108,17586,10554,687581e01e64cff2aeed9dba6986d8931b0a4b48204fc6ae0a0c184f44176ea5,5a4dd4e1247d3bf79dd3ffb8ee9e72d08dd9634e56166167bf0c32bd741db4a9,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__114203__0033__r0.wav,glass_breaking,FSD50K,dev,114203,freesound:114203,114203.wav,1.076893,44100,0.351723,1.0,0.211859,2.641666,21.552498,-21.14,-12.3541,0,2777,337ae633e5890d14a39d9dd750faf9a10bfee74b760ea137b33419ed87e7624c,c8e2a7ca552b3ece39d0a20b019d8b4d47430138a4e30b5276e423947a95f35d,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__114371__0034__r0.wav,glass_breaking,FSD50K,dev,114371,freesound:114371,114371.wav,3.436553,44100,0.55127,1.0,0.211587,3.592259,18.806253,-20.5857,-14.1308,0,0,210aafd7ee5eed809b375222b5c9ecdb186f810116627c4095e0107fe47a887c,b51e7e2da996a8ff3b00c43c0e0adfb83d0ecb78ffdca0779c9d679424b81ca2,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__114374__0035__r0.wav,glass_breaking,FSD50K,dev,114374,freesound:114374,114374.wav,3.970612,44100,3.813855,1.0,0.33873,4.43787,38.302737,-9.5072,-6.3193,0,22249,8fbe097a7308616e400dcea749bca70f63f59507281daf1b45b45e04f4500ff2,4a7cb49a82351ddba9f58a4a1fc9aa90b69a9c52ac50d40593571a9522a2b586,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__11585__0036__r0.wav,glass_breaking,FSD50K,dev,11585,freesound:11585,11585.wav,4.890771,44100,4.327687,1.0,0.240998,6.244207,19.944706,-46.4863,-7.1113,0,8640,00b610ca9c23f7afd9255c784d1ae1734c2b154d5794f0ed4ce9f59505051980,78778169bc9834332f5b700519c8088c5fb8f101cf310d1f15473c9b34fc6110,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__118198__0037__r0.wav,glass_breaking,FSD50K,dev,118198,freesound:118198,118198.wav,2.66932,44100,0.331769,1.0,0.19195,4.880282,19.736189,-11.849,-9.0652,0,0,a7ef01c64dc5de8649fcd9be712e7549376221d08381ae4d0e7da2c810efc46b,14d5ba07b8cf423bd1ffa0ac5a659e910081c1cff29f80d7b6db7c8926e99a33,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__118199__0038__r0.wav,glass_breaking,FSD50K,dev,118199,freesound:118199,118199.wav,18.318299,44100,10.892766,1.0,0.345714,8.676461,96.635106,-55.8532,-13.9383,0,0,cd1e4cbfacd3124043ac7fbe8faf1837e6922d187d44d95c84fe065fa3033c06,f0be2a3a18595221c9e7c7f04c3c1ab1d3af241a9c99ec4f68653dc56a59fa50,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__118520__0039__r0.wav,glass_breaking,FSD50K,dev,118520,freesound:118520,118520.wav,12.502562,44100,3.040612,1.0,0.385215,7.780748,28.447779,-14.2284,-11.7263,0,0,e1a46d8e283af30acd00016252245e66ab4f8081a8b855bed1a20344a5572d03,00f2366bc3a6a93e53d1918c704f0f210012462c3c1b309b8c277961a838b1a6,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__119133__0040__r0.wav,glass_breaking,FSD50K,dev,119133,freesound:119133,119133.wav,2.001995,44100,0.182109,1.0,0.233243,5.320773,24.431394,-28.3552,-19.8058,2255,0,b311a880bd99a815361b18055dc01492231bfe88d4e3e0a7d36d57cc80b3a284,7514e329b75a15a05e8838c7c0b474c2a6dcba825591f713a94c020312b2966a,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__119917__0041__r0.wav,glass_breaking,FSD50K,dev,119917,freesound:119917,119917.wav,7.57424,44100,5.859206,1.0,0.325011,7.921054,10.436305,-37.3039,-25.7147,0,0,3168a48e6d60182fca94bfeaba9521e0dfb953a3ce3300613fcbeccddf65e055,f09c634c655f742fa09e9ec89fbae17d4568574736d8dfd59410d975b7af783d,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__120528__0042__r0.wav,glass_breaking,FSD50K,dev,120528,freesound:120528,120528.wav,6.757007,44100,0.73585,1.0,0.217823,7.649157,15.08941,-40.2777,-29.791,0,0,0c56de6ce35af34c0bdaf89ea065868fa3fafa1ff9908e26331cc7e7834da02d,9d678e8b7f1520193bcdc9c2a9bde54ae7c2d2d05680db408dd193e50689d46e,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__121366__0043__r0.wav,glass_breaking,FSD50K,dev,121366,freesound:121366,121366.wav,6.26712,44100,2.621565,1.0,0.401179,5.723861,20.075461,-12.8924,-12.2593,0,0,e1c40d50b6a1f872a3113030298261925dd0297624ccb0c523f660f0ed161880,c3b3cc830f7cd01fb71b416e13815e6154cd43fedac504bd46779b90b8a96648,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__123008__0044__r0.wav,glass_breaking,FSD50K,dev,123008,freesound:123008,123008.wav,14.151746,44100,12.090045,1.0,0.384717,5.997979,22.547542,-42.6738,-14.6039,0,0,5f4178473149f9e49858e01c6ef647b8e04e7a473438d4673ba18f45ddaf37ba,0ed5c1b70db091503d6f1dca2d68e3c0acc5153450a0a1202480568e711ace44,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__124030__0045__r0.wav,glass_breaking,FSD50K,dev,124030,freesound:124030,124030.wav,6.529025,44100,4.128141,1.0,0.232449,5.983274,15.876477,-42.7107,-10.1886,0,0,11e9731f7b9d0c30e48d974f852dc4ebe283bcc90ba6014b9a7a9ebfc98d0bd7,e68446ac2ce13ad230a78dc1580481533f2577193cffd5bfd90e3263b25d1ac5,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__126531__0046__r0.wav,glass_breaking,FSD50K,dev,126531,freesound:126531,126531.wav,0.665261,44100,0.306825,1.0,0.234535,6.390038,29.125766,-46.5418,-9.3104,0,17950,30b007701cc58945c3dc7a460cde6dffab403a06775d6707da52c16999505267,ebeb03196556b570a4e5811117c70afc2de821e27da0b294fb6f3cb562b8f1ca,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__126877__0047__r0.wav,glass_breaking,FSD50K,dev,126877,freesound:126877,126877.wav,2.181383,44100,0.152177,1.0,0.278299,5.642881,9.307845,-7.8287,-7.0311,5562,0,6c19d4dd018ffe74d7b1d03a65388e958b0a53e4d337025a0ab911bd93551414,56e7d3a10488c14b489851121161cbf2d6f11e7d0a3c0c8c15fe211cee70d248,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__126878__0048__r0.wav,glass_breaking,FSD50K,dev,126878,freesound:126878,126878.wav,2.085714,44100,0.172132,1.0,0.256939,8.0,23.634998,-53.7417,-9.2114,3740,0,8f88939e01c71ba4d7d1293f2be478c9a6885a2462f0d83c82faff3ef3a16bbf,622274bd8a5ec63fcd2f8d25d2e189652538210a706c17435738ef3420c004d5,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__126889__0049__r0.wav,glass_breaking,FSD50K,dev,126889,freesound:126889,126889.wav,9.05415,44100,6.861927,1.0,0.367392,5.423445,20.605774,-41.1259,-13.4356,0,0,199c9132f1ad23bdcc4b1f6de93494fdbeed3b20111a8569667142cb4db4d586,d5dec1c947fce24199bd771c06d6812b51f15c77316c64f20bb539976ed86df3,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__132634__0050__r0.wav,glass_breaking,FSD50K,dev,132634,freesound:132634,132634.wav,0.339592,44100,0.032449,1.0,0.321905,2.25416,7.751891,-20.5731,-19.2083,12765,16359,4c7e16b2d46a91d61eb022148c8b1e34aa53484673f6df4200e9da86e0877862,5e9f909d5c16eb483eece006b8ec7a3006ee7360dd20039070f644734bf4166d,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__135699__0051__r0.wav,glass_breaking,FSD50K,dev,135699,freesound:135699,135699.wav,6.0,44100,0.112268,1.0,0.185646,4.629022,14.2729,-25.3695,-21.4914,3236,0,4d0953cfd8ea4d5af0aeaaf6ff9a9408bc889aaff34faf8ba4c606585ba417e5,e16ad1edb73f695092007c3826e207cb2c7ae6edbaa0d272a900c3eda4a5f31a,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__140613__0052__r0.wav,glass_breaking,FSD50K,dev,140613,freesound:140613,140613.wav,0.48907,44100,0.022472,1.0,0.209524,2.295507,18.093322,-32.546,-32.1407,8249,14283,1af3fbb818ead442b1f64fccbdcbd11d5293261c3d40255d06ed77c2f8694160,bed81f3ac24bd11ae94045eda23c1ff2e92feefb8548bbb961513a799954345b,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__140616__0053__r0.wav,glass_breaking,FSD50K,dev,140616,freesound:140616,140616.wav,0.367188,44100,0.331769,1.0,0.402698,2.848063,8.767957,-78.1456,-46.6047,3128,24779,014a4386aa7603c8d35ce7de1c1b49dbc67bc650a003c299884cfeb42208e9d5,f00268d4f7adac569872f5fb34beee087779f573d06fe933eb8c40520a032598,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__140617__0054__r0.wav,glass_breaking,FSD50K,dev,140617,freesound:140617,140617.wav,0.407778,44100,0.022472,1.0,0.240431,3.269113,13.306099,-42.0197,-41.8185,9612,16505,b96b1711efcd42bded6cf950cb24502e205974a3b4796b9a59ebcebd27f57786,8f211fe1cf08c3d08162514bf42f7e34afb34bb14d1f6a464ae8131cfeb3e1db,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__141680__0055__r0.wav,glass_breaking,FSD50K,dev,141680,freesound:141680,141680.wav,29.0,44100,14.519524,1.0,0.362494,5.84837,40.829147,-18.1558,-5.3712,0,0,d6044835051eb3917db72590e5b729b6dba117a2bbc8d63571cb5a86339bda5b,36aec4d47713ce9ef20d155e85159dc813090bbb3ee9ef46ffd6a5d35596074b,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__14361__0056__r0.wav,glass_breaking,FSD50K,dev,14361,freesound:14361,14361.wav,6.633855,44100,0.880522,1.0,0.309002,6.007237,20.139962,-37.2965,-13.4454,0,0,7aacdd27d6ed76c3e2d827a28432639c052d54df941da3f1d522441827b346c3,91592a7537d5dda537fafc178594d585192d001ccf04b241d144ae24596408e5,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__14362__0057__r0.wav,glass_breaking,FSD50K,dev,14362,freesound:14362,14362.wav,6.397914,44100,0.670998,1.0,0.40381,7.389846,34.225852,-17.9541,-14.584,0,0,d79f3b7109afdcf0f932c16d285aa05784ee0e9639f9b5eaa58b4c99ef0738cd,bdfbf60b2df4d2f0a133c8e7560b1aa888e2f80da5b5c02ffac50c863cd65875,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__14363__0058__r0.wav,glass_breaking,FSD50K,dev,14363,freesound:14363,14363.wav,6.362857,44100,0.471451,1.0,0.295329,7.244824,25.019698,-34.8715,-27.6662,0,0,0d67eea4db7c1cc710781cbe6f3868ed56a8a6068dadd32d0e3abc1ff328b13d,3f6e55e89ca6812ca79d17d1a3d667ff4e73257664c9c805f25237a3ea18c765,energy-spectral-flux-v1,421,source_amplitude_preserved_no_normalization
