slice_file_name,freesound_source_id,source_group,source_author,source_url,dataset_license,fold,start_s,end_s,salience,relationship_to_b0,eligible_for_b2_training,exclusion_reason
135528-6-7-0.wav,135528,freesound:135528,jackgarrison,https://freesound.org/s/135528/,CC BY-NC 3.0,4,38.871692,40.489022,2,new_source,true,
135528-6-8-0.wav,135528,freesound:135528,jackgarrison,https://freesound.org/s/135528/,CC BY-NC 3.0,4,45.173702,46.456412,2,new_source,true,
135528-6-9-0.wav,135528,freesound:135528,jackgarrison,https://freesound.org/s/135528/,CC BY-NC 3.0,4,49.021832,50.248772,2,new_source,true,
135544-6-0-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,1.551861,3.879652,1,new_source,true,
135544-6-1-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,3.879652,6.262867,1,new_source,true,
135544-6-10-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,34.584329,35.526531,1,new_source,true,
135544-6-11-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,35.526531,36.025343,1,new_source,true,
135544-6-12-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,36.025343,37.078392,1,new_source,true,
135544-6-13-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,37.078392,38.242287,1,new_source,true,
135544-6-14-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,38.242287,39.239912,1,new_source,true,
135544-6-15-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,39.572454,40.791773,1,new_source,true,
135544-6-16-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,41.013467,42.454481,1,new_source,true,
135544-6-17-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,42.731599,44.338884,1,new_source,true,
135544-6-18-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,44.338884,46.167863,1,new_source,true,
135544-6-19-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,46.389557,48.107689,1,new_source,true,
135544-6-2-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,6.262867,8.036423,1,new_source,true,
135544-6-3-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,23.776726,25.273164,1,new_source,true,
135544-6-4-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,25.716553,26.935872,1,new_source,true,
135544-6-5-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,27.379261,29.041969,1,new_source,true,
135544-6-6-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,29.041969,30.538406,1,new_source,true,
135544-6-7-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,31.148066,32.478232,1,new_source,true,
135544-6-8-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,32.478232,33.143316,1,new_source,true,
135544-6-9-0.wav,135544,freesound:135544,jackgarrison,https://freesound.org/s/135544/,CC BY-NC 3.0,6,33.143316,34.584329,1,new_source,true,
136399-6-0-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,0.0,3.353689,1,new_source,false,reserved_urbansound_fold
136399-6-1-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,4.547806,8.231783,1,new_source,false,reserved_urbansound_fold
136399-6-2-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,10.010255,13.262317,1,new_source,false,reserved_urbansound_fold
136399-6-3-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,14.608874,17.556056,1,new_source,false,reserved_urbansound_fold
136399-6-4-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,19.537781,21.4941,1,new_source,false,reserved_urbansound_fold
136399-6-5-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,21.4941,23.856927,1,new_source,false,reserved_urbansound_fold
136399-6-6-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,24.06018,25.991092,1,new_source,false,reserved_urbansound_fold
136399-6-7-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,26.194346,28.81124,1,new_source,false,reserved_urbansound_fold
136399-6-8-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,28.938274,30.488085,1,new_source,false,reserved_urbansound_fold
136399-6-9-0.wav,136399,freesound:136399,felix.blume,https://freesound.org/s/136399/,CC BY-NC 3.0,9,30.488085,32.520624,1,new_source,false,reserved_urbansound_fold
145206-6-0-0.wav,145206,freesound:145206,lensflare8642,https://freesound.org/s/145206/,CC BY-NC 3.0,8,0.099885,1.340558,1,current_training_source,false,current_training_source
145206-6-1-0.wav,145206,freesound:145206,lensflare8642,https://freesound.org/s/145206/,CC BY-NC 3.0,8,1.340558,2.812544,1,current_training_source,false,current_training_source
145206-6-2-0.wav,145206,freesound:145206,lensflare8642,https://freesound.org/s/145206/,CC BY-NC 3.0,8,2.849344,3.800877,1,current_training_source,false,current_training_source
145206-6-3-0.wav,145206,freesound:145206,lensflare8642,https://freesound.org/s/145206/,CC BY-NC 3.0,8,3.800877,5.020523,1,current_training_source,false,current_training_source
145206-6-4-0.wav,145206,freesound:145206,lensflare8642,https://freesound.org/s/145206/,CC BY-NC 3.0,8,5.020523,5.987828,1,current_training_source,false,current_training_source
145206-6-5-0.wav,145206,freesound:145206,lensflare8642,https://freesound.org/s/145206/,CC BY-NC 3.0,8,5.987828,6.739592,1,current_training_source,false,current_training_source
145608-6-0-0.wav,145608,freesound:145608,touchassembly,https://freesound.org/s/145608/,CC BY-NC 3.0,2,2.331561,3.340491,2,new_source,true,
145608-6-1-0.wav,145608,freesound:145608,touchassembly,https://freesound.org/s/145608/,CC BY-NC 3.0,2,4.196809,5.231175,2,new_source,true,
145608-6-2-0.wav,145608,freesound:145608,touchassembly,https://freesound.org/s/145608/,CC BY-NC 3.0,2,5.875533,6.833593,2,new_source,true,
145608-6-3-0.wav,145608,freesound:145608,touchassembly,https://freesound.org/s/145608/,CC BY-NC 3.0,2,8.842974,9.750163,2,new_source,true,
145609-6-0-0.wav,145609,freesound:145609,touchassembly,https://freesound.org/s/145609/,CC BY-NC 3.0,5,1.969512,3.235187,2,current_training_source,false,current_training_source
145609-6-1-0.wav,145609,freesound:145609,touchassembly,https://freesound.org/s/145609/,CC BY-NC 3.0,5,4.148941,5.235569,2,current_training_source,false,current_training_source
145611-6-0-0.wav,145611,freesound:145611,touchassembly,https://freesound.org/s/145611/,CC BY-NC 3.0,5,5.074933,6.231719,2,new_source,true,
145611-6-1-0.wav,145611,freesound:145611,touchassembly,https://freesound.org/s/145611/,CC BY-NC 3.0,5,9.814025,10.989469,2,new_source,true,
145611-6-2-0.wav,145611,freesound:145611,touchassembly,https://freesound.org/s/145611/,CC BY-NC 3.0,5,14.459828,15.560641,2,new_source,true,
145611-6-3-0.wav,145611,freesound:145611,touchassembly,https://freesound.org/s/145611/,CC BY-NC 3.0,5,17.855555,18.975026,2,new_source,true,
145611-6-4-0.wav,145611,freesound:145611,touchassembly,https://freesound.org/s/145611/,CC BY-NC 3.0,5,21.307256,22.370753,2,new_source,true,
145612-6-0-0.wav,145612,freesound:145612,touchassembly,https://freesound.org/s/145612/,CC BY-NC 3.0,8,1.620559,2.595642,2,new_source,true,
145612-6-1-0.wav,145612,freesound:145612,touchassembly,https://freesound.org/s/145612/,CC BY-NC 3.0,8,3.886596,4.683142,2,new_source,true,
145612-6-2-0.wav,145612,freesound:145612,touchassembly,https://freesound.org/s/145612/,CC BY-NC 3.0,8,5.493422,6.406703,2,new_source,true,
145612-6-3-0.wav,145612,freesound:145612,touchassembly,https://freesound.org/s/145612/,CC BY-NC 3.0,8,7.127715,8.253866,2,new_source,true,
145683-6-0-0.wav,145683,freesound:145683,touchassembly,https://freesound.org/s/145683/,CC BY-NC 3.0,9,2.970842,4.205206,2,new_source,false,reserved_urbansound_fold
145683-6-1-0.wav,145683,freesound:145683,touchassembly,https://freesound.org/s/145683/,CC BY-NC 3.0,9,7.071442,8.452256,2,new_source,false,reserved_urbansound_fold
145683-6-2-0.wav,145683,freesound:145683,touchassembly,https://freesound.org/s/145683/,CC BY-NC 3.0,9,11.172041,12.092583,2,new_source,false,reserved_urbansound_fold
145683-6-3-0.wav,145683,freesound:145683,touchassembly,https://freesound.org/s/145683/,CC BY-NC 3.0,9,17.46939,18.452696,2,new_source,false,reserved_urbansound_fold
145683-6-4-0.wav,145683,freesound:145683,touchassembly,https://freesound.org/s/145683/,CC BY-NC 3.0,9,21.339853,22.32316,2,new_source,false,reserved_urbansound_fold
145683-6-5-0.wav,145683,freesound:145683,touchassembly,https://freesound.org/s/145683/,CC BY-NC 3.0,9,26.109938,26.612052,2,new_source,false,reserved_urbansound_fold
147317-6-0-0.wav,147317,freesound:147317,udikagan,https://freesound.org/s/147317/,CC BY-NC 3.0,7,0.916114,2.20664,1,current_validation_source,false,current_validation_source
148166-6-0-0.wav,148166,freesound:148166,nukemjustin,https://freesound.org/s/148166/,CC BY-NC 3.0,9,0.075742,1.102948,1,current_validation_source,false,reserved_urbansound_fold
148827-6-0-0.wav,148827,freesound:148827,cedarstudios,https://freesound.org/s/148827/,CC BY-NC 3.0,7,0.30659,1.258978,1,new_source,true,
148827-6-1-0.wav,148827,freesound:148827,cedarstudios,https://freesound.org/s/148827/,CC BY-NC 3.0,7,1.836281,2.622326,1,new_source,true,
148827-6-2-0.wav,148827,freesound:148827,cedarstudios,https://freesound.org/s/148827/,CC BY-NC 3.0,7,2.899562,3.6693,1,new_source,true,
148827-6-3-0.wav,148827,freesound:148827,cedarstudios,https://freesound.org/s/148827/,CC BY-NC 3.0,7,3.884565,4.902184,1,new_source,true,
148827-6-4-0.wav,148827,freesound:148827,cedarstudios,https://freesound.org/s/148827/,CC BY-NC 3.0,7,5.17942,5.746939,1,new_source,true,
148828-6-0-0.wav,148828,freesound:148828,cedarstudios,https://freesound.org/s/148828/,CC BY-NC 3.0,7,0.800693,1.948198,1,current_training_source,false,current_training_source
148828-6-1-0.wav,148828,freesound:148828,cedarstudios,https://freesound.org/s/148828/,CC BY-NC 3.0,7,2.597597,3.691568,1,current_training_source,false,current_training_source
148833-6-0-0.wav,148833,freesound:148833,cedarstudios,https://freesound.org/s/148833/,CC BY-NC 3.0,6,1.145889,2.623483,1,new_source,true,
148833-6-1-0.wav,148833,freesound:148833,cedarstudios,https://freesound.org/s/148833/,CC BY-NC 3.0,6,3.993859,5.903673,1,new_source,true,
148834-6-0-0.wav,148834,freesound:148834,cedarstudios,https://freesound.org/s/148834/,CC BY-NC 3.0,6,0.119197,0.781005,1,new_source,true,
148835-6-0-0.wav,148835,freesound:148835,cedarstudios,https://freesound.org/s/148835/,CC BY-NC 3.0,6,1.440367,2.259399,1,new_source,true,
148835-6-1-0.wav,148835,freesound:148835,cedarstudios,https://freesound.org/s/148835/,CC BY-NC 3.0,6,2.259399,3.202698,1,new_source,true,
148835-6-2-0.wav,148835,freesound:148835,cedarstudios,https://freesound.org/s/148835/,CC BY-NC 3.0,6,4.275913,5.546825,1,new_source,true,
148835-6-3-0.wav,148835,freesound:148835,cedarstudios,https://freesound.org/s/148835/,CC BY-NC 3.0,6,5.546825,7.038028,1,new_source,true,
148835-6-4-0.wav,148835,freesound:148835,cedarstudios,https://freesound.org/s/148835/,CC BY-NC 3.0,6,9.252239,9.952653,1,new_source,true,
148837-6-0-0.wav,148837,freesound:148837,cedarstudios,https://freesound.org/s/148837/,CC BY-NC 3.0,4,0.564257,1.772279,1,current_training_source,false,current_training_source
148837-6-1-0.wav,148837,freesound:148837,cedarstudios,https://freesound.org/s/148837/,CC BY-NC 3.0,4,1.772279,2.959783,1,current_training_source,false,current_training_source
148837-6-2-0.wav,148837,freesound:148837,cedarstudios,https://freesound.org/s/148837/,CC BY-NC 3.0,4,2.959783,4.424286,1,current_training_source,false,current_training_source
148838-6-0-0.wav,148838,freesound:148838,cedarstudios,https://freesound.org/s/148838/,CC BY-NC 3.0,3,0.248919,1.270571,1,current_training_source,false,current_training_source
148838-6-1-0.wav,148838,freesound:148838,cedarstudios,https://freesound.org/s/148838/,CC BY-NC 3.0,3,1.270571,2.476207,1,current_training_source,false,current_training_source
148838-6-2-0.wav,148838,freesound:148838,cedarstudios,https://freesound.org/s/148838/,CC BY-NC 3.0,3,2.584432,3.813878,1,current_training_source,false,current_training_source
148841-6-0-0.wav,148841,freesound:148841,cedarstudios,https://freesound.org/s/148841/,CC BY-NC 3.0,5,0.722118,2.245611,1,new_source,true,
148841-6-1-0.wav,148841,freesound:148841,cedarstudios,https://freesound.org/s/148841/,CC BY-NC 3.0,5,6.120392,7.450146,1,new_source,true,
148841-6-2-0.wav,148841,freesound:148841,cedarstudios,https://freesound.org/s/148841/,CC BY-NC 3.0,5,9.132153,10.787741,1,new_source,true,
149177-6-0-0.wav,149177,freesound:149177,deathnsorrow,https://freesound.org/s/149177/,CC BY-NC 3.0,2,0.0,0.81678,1,current_validation_source,false,current_validation_source
151065-6-0-0.wav,151065,freesound:151065,vabadus,https://freesound.org/s/151065/,CC BY-NC 3.0,7,0.162737,1.759161,1,current_training_source,false,current_training_source
151069-6-0-0.wav,151069,freesound:151069,vabadus,https://freesound.org/s/151069/,CC BY-NC 3.0,8,0.018056,1.871429,1,current_training_source,false,current_training_source
151071-6-0-0.wav,151071,freesound:151071,vabadus,https://freesound.org/s/151071/,CC BY-NC 3.0,3,0.018986,1.760726,1,new_source,true,
156897-6-0-0.wav,156897,freesound:156897,MultiMax2121,https://freesound.org/s/156897/,CC BY-NC 3.0,4,1.24645,4.686652,1,new_source,true,
157207-6-0-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,0.165287,3.093233,1,current_training_source,false,reserved_urbansound_fold
157207-6-1-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,3.376583,6.576073,1,current_training_source,false,reserved_urbansound_fold
157207-6-10-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,18.830944,20.802585,1,current_training_source,false,reserved_urbansound_fold
157207-6-2-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,8.335201,9.504019,1,current_training_source,false,reserved_urbansound_fold
157207-6-3-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,9.504019,10.401293,1,current_training_source,false,reserved_urbansound_fold
157207-6-4-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,10.401293,11.345791,1,current_training_source,false,reserved_urbansound_fold
157207-6-5-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,11.345791,13.423689,1,current_training_source,false,reserved_urbansound_fold
157207-6-6-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,13.423689,14.686956,1,current_training_source,false,reserved_urbansound_fold
157207-6-7-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,14.686956,15.702292,1,current_training_source,false,reserved_urbansound_fold
157207-6-8-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,15.702292,16.74124,1,current_training_source,false,reserved_urbansound_fold
157207-6-9-0.wav,157207,freesound:157207,poissonmort,https://freesound.org/s/157207/,CC BY-NC 3.0,10,16.74124,18.830944,1,current_training_source,false,reserved_urbansound_fold
157799-6-0-0.wav,157799,freesound:157799,SoundCollectah,https://freesound.org/s/157799/,CC BY-NC 3.0,4,0.0,2.272653,1,current_training_source,false,current_training_source
157800-6-0-0.wav,157800,freesound:157800,SoundCollectah,https://freesound.org/s/157800/,CC BY-NC 3.0,10,0.0,1.149388,1,current_training_source,false,reserved_urbansound_fold
157801-6-0-0.wav,157801,freesound:157801,SoundCollectah,https://freesound.org/s/157801/,CC BY-NC 3.0,9,0.0,2.533878,1,current_training_source,false,reserved_urbansound_fold
158977-6-0-0.wav,158977,freesound:158977,CGEffex,https://freesound.org/s/158977/,CC BY-NC 3.0,4,0.0,1.886562,1,current_training_source,false,current_training_source
158978-6-0-0.wav,158978,freesound:158978,CGEffex,https://freesound.org/s/158978/,CC BY-NC 3.0,7,0.0,1.737542,1,current_training_source,false,current_training_source
158979-6-0-0.wav,158979,freesound:158979,CGEffex,https://freesound.org/s/158979/,CC BY-NC 3.0,6,0.155453,2.512917,1,current_training_source,false,current_training_source
159701-6-0-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,0.080091,1.978243,1,new_source,true,
159701-6-1-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,1.978243,4.020558,1,new_source,true,
159701-6-2-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,4.020558,5.582329,1,new_source,true,
159701-6-3-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,5.582329,7.336318,1,new_source,true,
159701-6-4-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,7.336318,9.650942,1,new_source,true,
159701-6-5-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,9.650942,12.093712,1,new_source,true,
159701-6-6-0.wav,159701,freesound:159701,AnthonyChan0,https://freesound.org/s/159701/,CC BY-NC 3.0,5,12.093712,14.112,1,new_source,true,
