dataset_role,filename,category,source_dataset,source_partition,source_id,source_group,source_filename,source_duration_s,sample_rate_hz,event_time_s,window_duration_s,event_offset_s,peak_score,peak_prominence,peak_frame_rms_dbfs,recording_max_frame_rms_dbfs,left_padding_samples,right_padding_samples,source_sha256,derived_sha256,algorithm_version,seed,amplitude_policy
train,glass_breaking__esc50__fold_2__112213__0010__r0.wav,glass_breaking,ESC-50,fold_2,112213,esc-50:112213,2-112213-B-39.wav,5.0,44100,2.541746,1.0,0.178934,4.582337,10.656513,-17.8842,-9.5978,0,0,d1d705535a4506b6e7f94c8ebff688bc0aa8bc115b42e8daf13542bec4f90ac7,e0554460a7a42556044cc7ab00b2ce0056b52fd982d96824182849d496195a3c,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__141563__0011__r0.wav,glass_breaking,ESC-50,fold_2,141563,esc-50:141563,2-141563-A-39.wav,5.0,44100,0.192086,1.0,0.154036,4.15641,4156410265.289629,-41.8615,-17.9869,0,0,3ef4dae6a116b3d18a0f9f18d4373f0247debb168b0718eee89c0a30a38890c7,c4c9c21600ee303f6e9254e06ae0bb9159a7a3c68a53f862a412b6196092dffa,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__173559__0012__r0.wav,glass_breaking,ESC-50,fold_2,173559,esc-50:173559,2-173559-A-39.wav,5.0,44100,2.576667,1.0,0.163107,4.106729,17.087748,-40.616,-5.9893,0,0,e60d74d17651551cb82e4fd8a542ceae3f278da1a6b4393fe9e704c786ff4125,4c5b233e112606a90dacb48f96dfe15fdd5c29ed5d886b7982a0378342192bc0,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__173607__0013__r0.wav,glass_breaking,ESC-50,fold_2,173607,esc-50:173607,2-173607-A-39.wav,5.0,44100,0.02746,1.0,0.234082,4.882446,15.972253,-11.1218,-6.0897,9112,0,55cc07864f3f8195e51bbdf10fda1601df6b5ff0d5f486a356d79b60c0beb3d6,59d3d03958673e0edd5d8ed62c996509a498d4172274c9ef01fddc1f7a740326,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__173618__0014__r0.wav,glass_breaking,ESC-50,fold_2,173618,esc-50:173618,2-173618-A-39.wav,5.0,44100,0.022472,1.0,0.180454,4.763889,14.081748,-9.7645,-5.5254,6967,0,9170ecdc0903514ded47782447d6f0828d752ebc9765fa0cb257f869529dd830,df568ea4decda53457e63264639d1672f21f9e748ac2b2f63378f0180b23317c,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_2__250710__0015__r0.wav,glass_breaking,ESC-50,fold_2,250710,esc-50:250710,2-250710-A-39.wav,5.0,44100,1.030181,1.0,0.219751,3.180908,47.408346,-16.1539,-9.5901,0,0,ca0b7286ded500bd1f1928ef96ad5c35704bec66a790181afeb17ec7d995dbac,9d50ec7ce3d1859cf66715792e0b984627704c02c9d51777ec5ef4db688a40a5,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203371__0016__r0.wav,glass_breaking,ESC-50,fold_3,203371,esc-50:203371,3-203371-A-39.wav,5.0,44100,0.022472,1.0,0.153039,4.330812,4330811989.118836,-10.4631,-5.5071,5758,0,60a600ff3e1ac00b41c60b0e3979ee8b1b46ebfcbc370523389094e4fbda415b,3fe6f09bfbbd1b4b6c2b2952a52a7be7519f94059052b0175ae07627dbdf9cbf,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203373__0017__r0.wav,glass_breaking,ESC-50,fold_3,203373,esc-50:203373,3-203373-A-39.wav,5.0,44100,0.261927,1.0,0.210249,4.729964,4729964210.384086,-15.0677,-5.6326,0,0,beb0605537f3fe20e98b54f19f20842d92b7a95f9408dee41e620a8955b33111,481422f4d64387c60a0885dd27048d5731c5c4d6e14493b90a2f75a5499660aa,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203374__0018__r0.wav,glass_breaking,ESC-50,fold_3,203374,esc-50:203374,3-203374-A-39.wav,5.0,44100,0.466463,1.0,0.219932,4.841546,4841546032.465913,-14.3379,-6.1665,0,0,d2d0b97a0ad01b927a83605cd4e5cc988c4b868e1e01a4fa874563c038e16473,64b81590f5bf26f389f4d0262c1db0d8fdf2a0901c4e9e9ab06a9b02f9f6e597,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203375__0019__r0.wav,glass_breaking,ESC-50,fold_3,203375,esc-50:203375,3-203375-A-39.wav,5.0,44100,1.045147,1.0,0.123492,3.621853,3621853396.277165,-48.7838,-5.5902,0,0,b6a987feb4855cf91f55498dcc04bee4fd0f8ed06290d451ce37a07fff230feb,520e7fe1eac44d92b33895eb9585fefb6908baedad2079e427f97b1d27a64147,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__203377__0020__r0.wav,glass_breaking,ESC-50,fold_3,203377,esc-50:203377,3-203377-A-39.wav,5.0,44100,0.391633,1.0,0.212426,4.741332,4741331642.945794,-14.7901,-6.5685,0,0,66c6c338f75f509754b454cedae44597f70c97a44f79a3079da0183a63e34562,f319ebcda0d8787a2c58284d95c0f98b9438c07731fff782237ddf2a3bfe988e,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__216280__0021__r0.wav,glass_breaking,ESC-50,fold_3,216280,esc-50:216280,3-216280-A-39.wav,5.0,44100,0.301837,1.0,0.180726,4.784168,4784167646.801951,-26.2,-13.5727,0,0,2ff2076e898eb818ee6ce5edb615126500b72f6c2fb525ea6bd411d73f8ca580,628ee287cc0ded6b33eb12c76452c1a7759061cf75952635d25b0db30f225a5b,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__216281__0022__r0.wav,glass_breaking,ESC-50,fold_3,216281,esc-50:216281,3-216281-A-39.wav,5.0,44100,0.66102,1.0,0.210952,4.830006,4830006226.456016,-53.7299,-8.867,0,0,6f0ae114a872f560946a6a45d474f2b9e0664325ac5b236bc396723ecfbcb5ff,8f375ce537811f3335c745d76910f4137b8e4e4be78a9b037ee7664e9f612786,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__esc50__fold_3__216284__0023__r0.wav,glass_breaking,ESC-50,fold_3,216284,esc-50:216284,3-216284-A-39.wav,5.0,44100,0.740839,1.0,0.150227,4.789628,4789628457.936935,-56.3424,-11.5291,0,0,b494fb47b9afd88715976c1476e6115024b8869681a293ea761fea72a03abf3e,3d0c868d8a899d7910ba8956c5b9b43d8a055bf9e8ad09c1899469b2d8d456b8,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__118198__0069__r0.wav,glass_breaking,FSD50K,dev,118198,freesound:118198,118198.wav,2.66932,44100,0.331769,1.0,0.12576,3.165156,11.018009,-11.849,-9.0652,0,0,a7ef01c64dc5de8649fcd9be712e7549376221d08381ae4d0e7da2c810efc46b,87d45e1fa2d8a92857396e02c7a2a8f9918d3faaf2f83601932967b9262ac3bd,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__124030__0122__r0.wav,glass_breaking,FSD50K,dev,124030,freesound:124030,124030.wav,6.529025,44100,3.464649,1.0,0.145261,3.593296,10.860863,-23.4959,-10.1886,0,0,11e9731f7b9d0c30e48d974f852dc4ebe283bcc90ba6014b9a7a9ebfc98d0bd7,6c844290dca3ce361b4f54c12aaf769c8cc2541c64a7d577ddf0666df6e66765,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__126877__0029__r0.wav,glass_breaking,FSD50K,dev,126877,freesound:126877,126877.wav,2.181383,44100,0.152177,1.0,0.167324,3.927601,9.492255,-7.8287,-7.0311,668,0,6c19d4dd018ffe74d7b1d03a65388e958b0a53e4d337025a0ab911bd93551414,62c832afa8393d6e344068e6b39d1387e0c5c5e96061d17f38e425d24253ccc0,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__126878__0075__r0.wav,glass_breaking,FSD50K,dev,126878,freesound:126878,126878.wav,2.085714,44100,0.172132,1.0,0.157052,4.611083,11.831293,-53.7417,-9.2114,0,0,8f88939e01c71ba4d7d1293f2be478c9a6885a2462f0d83c82faff3ef3a16bbf,c05d6cee1feb69e08b276133c86d17b45fcc267ea5f721c5a315681cc8aa1d21,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__145558__0039__r0.wav,glass_breaking,FSD50K,dev,145558,freesound:145558,145558.wav,1.637211,44100,0.66102,1.0,0.176032,3.639553,5.43227,-11.6934,-8.6802,0,0,341a6dbf50df115191c81e3170bb94ce7a5eff855904a68c4e32b835d7d70742,e681ae2de60792edb3fd73573b90bf41161875469c89c75a604baf2456c8add2,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__145559__0117__r0.wav,glass_breaking,FSD50K,dev,145559,freesound:145559,145559.wav,0.953129,44100,0.236984,1.0,0.239456,2.981545,6.692118,-18.9098,-9.5773,109,1958,00ae7f0859afb16365b5b9b9eb7a998333e2423a918e20e09ee0cec65243cc82,d8d9c63bf9909edde5c97a74486bf9d433224c1f9d65b871aee95c4f55e45dac,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__145562__0083__r0.wav,glass_breaking,FSD50K,dev,145562,freesound:145562,145562.wav,3.63542,44100,1.459206,1.0,0.225306,2.980282,11.178605,-20.9005,-0.6209,0,0,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,b3819b24de703c2dc7d14b189e218ae5c697994c45ad7c380c5c173bf6e5fbf2,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__145563__0142__r0.wav,glass_breaking,FSD50K,dev,145563,freesound:145563,145563.wav,3.63542,44100,0.022472,1.0,0.155011,3.254094,9.735583,-6.7701,-6.7701,5845,0,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,f48f57f6fa2012567411273bee998f518cd570ccec18b2683e2d8a839347c97c,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__148073__0041__r0.wav,glass_breaking,FSD50K,dev,148073,freesound:148073,148073.wav,1.588481,44100,0.366689,1.0,0.140612,3.523807,28.915913,-47.0982,-18.241,0,0,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,75fe28da72e296f4d761ce7d16eccc21485a6562fd4b63d52d3b022f80e9d6aa,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__148074__0118__r0.wav,glass_breaking,FSD50K,dev,148074,freesound:148074,148074.wav,1.700295,44100,0.416576,1.0,0.199932,3.834973,35.064718,-35.1143,-8.8106,0,0,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,57d1956b94cd3bf547618b71d27607b9ed442a745345a36becb01de24c608613,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__148075__0143__r0.wav,glass_breaking,FSD50K,dev,148075,freesound:148075,148075.wav,1.702154,44100,0.506372,1.0,0.160748,3.598817,9.443247,-46.8538,-23.3594,0,0,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,582c978fe8cd4093fba2f5627b80e5c2344b382f0cab2b03c87348ac4bd97891,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__156578__0053__r0.wav,glass_breaking,FSD50K,dev,156578,freesound:156578,156578.wav,1.601678,44100,0.745828,1.0,0.128163,3.668015,10.358645,-34.9615,-6.6435,0,705,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,fc61450aca2681dc9c9d32c66c4e12c04034c6bef9b2011bfaecf7ea37593884,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__158142__0164__r0.wav,glass_breaking,FSD50K,dev,158142,freesound:158142,158142.wav,5.490272,44100,0.182109,1.0,0.206122,3.928962,5.248804,-8.7886,-6.2933,1059,0,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,7611fb05dea89196948c4d9cb37f5e45a3833993715cd1397fc2af35a92e333d,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__160759__0101__r0.wav,glass_breaking,FSD50K,dev,160759,freesound:160759,160759.wav,2.414172,44100,1.154898,1.0,0.203333,4.019745,17.244565,-35.1116,-18.613,0,0,edc7a556e2fe74265391de45dd6053733dc668cb1ee2aa2dcbee59a6a67558bf,5c9bfe072d64997a55cf00571b5a34cd619ea71b75bbdbd390723bad5206cd66,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__164329__0028__r0.wav,glass_breaking,FSD50K,dev,164329,freesound:164329,164329.wav,18.885556,44100,7.924512,1.0,0.172789,4.351549,12.718786,-50.6895,-10.9882,0,0,18425eb26dbfda6c6f523d282a5fc43a9f131e4c4e8590b7a6890ff24ad58172,b40c0d6002faba03ba7c25c44b95a17560ee3176e27d8a3a8d451682f88be25d,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__164332__0159__r0.wav,glass_breaking,FSD50K,dev,164332,freesound:164332,164332.wav,21.287959,44100,15.307732,1.0,0.225215,4.766431,11.79473,-28.8893,-11.8706,0,0,fd26b936cac954013a5a7e376b4ad6724bdf1c600d01996dcb67bbd5aa636b19,9a93c63a90d0c96b06e0c0919b3ed1cf7df991de141904c1ebd4d6af741e42d8,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__164539__0110__r0.wav,glass_breaking,FSD50K,dev,164539,freesound:164539,164539.wav,3.787891,44100,1.339478,1.0,0.243469,3.575106,16.411937,-23.6887,-12.331,0,0,032a21457f7d9a6bbbb2fd5b1009314ca3758f7dd05b68df949896b6bdb3ffc0,f08a05098248f1288e8e0170f60cf62f58442835b6ddd58994e2c27f88d3af25,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__164540__0176__r0.wav,glass_breaking,FSD50K,dev,164540,freesound:164540,164540.wav,3.666032,44100,0.890499,1.0,0.210816,4.784975,17.712558,-22.0996,-18.0765,0,0,c6d0e6b99feab9bd0f3de982dbf712097057ff9bf34f618967883cc0551df845,3506b889697477aedf302fe9bb8c5690a5e8bbe999c550154d0815dfdceb21d8,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__164541__0136__r0.wav,glass_breaking,FSD50K,dev,164541,freesound:164541,164541.wav,3.882993,44100,1.434263,1.0,0.242245,4.21626,14.433212,-14.7911,-14.3299,0,0,602dae0b7c8ea1f081028136aa9c54e7e62463d893cc869d23b1020464e2ff0c,c2eb1f0dc51b75a11d0600ef5cae903db41df85acfdae41e2af0c65b051573f9,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__164542__0074__r0.wav,glass_breaking,FSD50K,dev,164542,freesound:164542,164542.wav,3.874694,44100,1.499116,1.0,0.21839,4.712978,17.519827,-18.7411,-15.997,0,0,96f3fa4601ec90eb9030761d2b8a001e1f6101f13199e137a62a0186113743ee,28570280c342b0c1446f3ac33449df120402ac7fd0c9f226d5adc1e7b8876549,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__173576__0066__r0.wav,glass_breaking,FSD50K,dev,173576,freesound:173576,173576.wav,4.850181,44100,0.296848,1.0,0.151542,3.751046,18.264365,-18.6157,-7.4072,0,0,266ab1d1fcb8db411c8d0da52e26b6cf75feb6c9697849bc0fe7e72da5ca30e4,c25abb943291212e93e24c695428bc444c64e82b3243bccd67f0962e1b430b47,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__173581__0105__r0.wav,glass_breaking,FSD50K,dev,173581,freesound:173581,173581.wav,3.520159,44100,0.047415,1.0,0.148367,4.648017,12.672326,-9.4854,-7.1201,4452,0,97f0b2d94e240cc82fd1bf12fb3e2e668c08e2d439c450ee6bc7f337d2c26852,47cc4323b64d255b5b7d32a82439d343369b471fa479eb5b945cdad57dbe9f1c,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__173601__0188__r0.wav,glass_breaking,FSD50K,dev,173601,freesound:173601,173601.wav,3.963197,44100,0.022472,1.0,0.201066,3.860044,10.065523,-5.6014,-5.3729,7876,0,465c57bab4fef539bff44cd081bd7c01fa1f4380acef8c4d1a8533d5bfbd4f76,5a7097197afdfda4156da7edb622a4211f014d63af204133aa4bd594551cb9c5,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__173614__0171__r0.wav,glass_breaking,FSD50K,dev,173614,freesound:173614,173614.wav,4.889116,44100,2.382109,1.0,0.127732,3.378757,5.98347,-24.9873,-5.0189,0,0,38e38f9d17ba65dd869fd2871f3b3788d8f823fd1049084ce5d743847c2984e8,f696c71191670472a2e3774b6580453b250c719a47a0ee92a8dbe237cb8a71c2,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__173621__0131__r0.wav,glass_breaking,FSD50K,dev,173621,freesound:173621,173621.wav,5.390249,44100,0.022472,1.0,0.182449,3.358894,9.479343,-4.3978,-3.2611,7055,0,9e330f1e1e22bee5a8adab26bd356ebc87e1e719abf7800e94b6ff81cc7f9850,8da8435c0d453d846fc98feb843796686c6aab881279a48011bb63c154d3a2cf,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__173622__0154__r0.wav,glass_breaking,FSD50K,dev,173622,freesound:173622,173622.wav,4.976576,44100,0.022472,1.0,0.18068,4.797316,10.787249,-8.7003,-3.1154,6977,0,39f96c9fb5b0e25ca08bb115e7f07b550023d2887835f24f320f15b6e8a91a7b,a664a13ee8069332c8ba3f77fdee3ef39dc9bd5c40e8077bc1fb7828415c2266,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__174747__0031__r0.wav,glass_breaking,FSD50K,dev,174747,freesound:174747,174747.wav,2.445601,44100,0.58619,1.0,0.213175,4.213958,15.133741,-33.3699,-3.8153,0,0,7aa35ed20180ecca13a37780dfa6c56e5c429c8a5456bd47b46cd87d501d7e32,85038a5f3a3b21becdc62c8e8b08d0b232bb1cb78e0a9f3563a712ee0e234aeb,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__174750__0076__r0.wav,glass_breaking,FSD50K,dev,174750,freesound:174750,174750.wav,2.823016,44100,1.803424,1.0,0.166871,3.36548,10.191329,-27.6877,-7.3854,0,0,28f879f41c1d30831ad958784cc21b1b376b65a173be7a894e4e944a44bb9a23,7d1798edbab273cc8cfd317928a290724e6b1f4d10035ad1a9d69478a9772d6a,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__179228__0120__r0.wav,glass_breaking,FSD50K,dev,179228,freesound:179228,179228.wav,8.166145,44100,2.721338,1.0,0.141429,4.386598,44.812021,-14.7661,-13.9587,0,0,49cf00e5f225abf1f3292de50d380530e06cee0610aaac0a2c71c3545f936070,a30974a58ede016f7be6c25dde0e2f9bb81cf9406a27f735f1b96b5968869904,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__179231__0163__r0.wav,glass_breaking,FSD50K,dev,179231,freesound:179231,179231.wav,7.058322,44100,2.496848,1.0,0.211587,3.621913,31.075584,-16.095,-15.4462,0,0,09b3197787e9cc54699167c047e62776c24278c64a29e46a71db9a369064444c,12751b2b22b444a823c71593ace3b7857ca88d57a9d63b20b086fcc45310c18b,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__179234__0145__r0.wav,glass_breaking,FSD50K,dev,179234,freesound:179234,179234.wav,8.352585,44100,2.806145,1.0,0.197914,3.931872,7.872345,-21.1245,-14.1863,0,0,78f2b553497689cd12eb9bc7d16b307aa5111238b46315e4c8c30b3ece23eeba,0da7e772549d0d6c18ec460378c28e2673428394ebf7b7519597bb5173b357f0,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__179235__0087__r0.wav,glass_breaking,FSD50K,dev,179235,freesound:179235,179235.wav,5.471338,44100,2.047868,1.0,0.175079,3.309748,16.178887,-11.469,-11.072,0,0,f26e3931111c58a905ea4aaba33a24a1433e342fb8677fe42c6dc12c29615243,428e57ab3bb77625e99a37bec1396c5f5fe29920f0f5de4642d5e0bab5b88db0,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
train,glass_breaking__fsd50k__dev__179240__0180__r0.wav,glass_breaking,FSD50K,dev,179240,freesound:179240,179240.wav,3.407279,44100,1.74356,1.0,0.138639,3.62127,25.003605,-20.5385,-12.8534,0,0,c736049ce8ee4821f1ed6b4461513b171986bb8a04ecd8a7a02018b9d86ff576,869bf8f2602d45c2bafceffda56bf4f5c18c73b1209bc9cd3309e332b671c9e2,energy-spectral-flux-glass-tail-v2,421,source_amplitude_preserved_no_normalization
